question_id,table_id,score
326,60,0.0
327,60,0.07692307692307693
328,60,0.15384615384615385
329,60,0.07692307692307693
330,60,0.07692307692307693
331,60,0.07692307692307693
332,60,0.07692307692307693
333,60,0.07692307692307693
334,61,0.0
335,61,0.0
336,61,0.1
337,61,0.0
338,61,0.1
339,61,0.0
340,61,0.1
341,61,0.1
342,62,0.058823529411764705
343,62,0.17647058823529413
344,62,0.23529411764705882
345,62,0.11764705882352941
346,62,0.058823529411764705
347,62,0.058823529411764705
348,62,0.0
349,62,0.17647058823529413
350,62,0.058823529411764705
351,62,0.058823529411764705
352,63,0.014705882352941176
353,63,0.014705882352941176
354,63,0.014705882352941176
355,63,0.014705882352941176
356,64,0.0
357,64,0.3333333333333333
358,65,0.4
359,65,0.0
360,65,0.2
361,65,0.0
362,65,0.4
363,66,0.14285714285714285
364,66,0.2571428571428571
365,66,0.14285714285714285
366,66,0.17142857142857143
367,67,0.35294117647058826
368,67,0.35294117647058826
369,67,0.23529411764705882
370,67,0.23529411764705882
371,68,0.0
372,68,0.16666666666666666
373,68,0.16666666666666666
374,68,0.0
375,68,0.0
376,69,0.0
377,69,0.4
378,69,0.6
379,70,0.5
380,70,0.25
381,70,0.0
382,70,0.25
383,70,0.0
384,71,0.0
385,71,0.3333333333333333
386,72,0.0
387,72,0.0
388,72,0.0
389,72,0.0
390,72,0.0
391,72,0.0
392,73,0.0
393,73,0.3076923076923077
394,73,0.3076923076923077
395,73,0.15384615384615385
396,73,0.23076923076923078
397,73,0.15384615384615385
398,74,0.16666666666666666
399,74,0.5
400,74,0.6666666666666666
401,75,0.04
402,75,0.04
403,75,0.16
404,75,0.12
405,75,0.08
406,75,0.12
407,75,0.12
408,75,0.12
409,75,0.08
410,75,0.08
411,76,0.06666666666666667
412,76,0.13333333333333333
413,76,0.13333333333333333
414,76,0.06666666666666667
415,76,0.2
416,76,0.26666666666666666
417,76,0.26666666666666666
418,76,0.13333333333333333
419,76,0.06666666666666667
420,76,0.2
421,76,0.2
422,76,0.13333333333333333
423,77,0.17647058823529413
424,77,0.11764705882352941
425,77,0.058823529411764705
426,77,0.11764705882352941
427,77,0.17647058823529413
428,77,0.17647058823529413
429,77,0.11764705882352941
430,78,0.07142857142857142
431,78,0.14285714285714285
432,78,0.07142857142857142
433,78,0.07142857142857142
434,78,0.21428571428571427
435,78,0.07142857142857142
436,78,0.07142857142857142
437,78,0.07142857142857142
438,79,0.5
439,79,0.5
440,79,0.25
441,79,0.25
442,79,0.25
443,79,0.25
444,79,0.25
445,79,0.25
446,79,0.25
447,79,0.25
448,79,0.25
449,79,0.75
450,80,0.16666666666666666
451,80,0.0
452,80,0.3333333333333333
453,80,0.0
454,80,0.16666666666666666
455,81,0.06060606060606061
456,81,0.030303030303030304
457,81,0.09090909090909091
458,81,0.12121212121212122
459,81,0.030303030303030304
460,81,0.030303030303030304
461,81,0.06060606060606061
462,81,0.12121212121212122
463,81,0.030303030303030304
464,81,0.06060606060606061
465,81,0.06060606060606061
466,81,0.12121212121212122
467,82,0.23809523809523808
468,82,0.23809523809523808
469,82,0.09523809523809523
470,82,0.2857142857142857
471,82,0.23809523809523808
472,82,0.23809523809523808
473,82,0.14285714285714285
474,82,0.19047619047619047
475,83,0.25
476,83,0.25
477,83,0.25
478,83,0.375
479,83,0.25
480,83,0.25
481,84,0.06666666666666667
482,84,0.0
483,84,0.06666666666666667
484,84,0.13333333333333333
485,84,0.13333333333333333
486,84,0.13333333333333333
487,84,0.2
488,85,0.12
489,85,0.28
490,85,0.04
491,85,0.28
492,85,0.08
493,85,0.2
494,85,0.2
495,86,0.0
496,86,0.07692307692307693
497,86,0.07692307692307693
498,86,0.15384615384615385
499,86,0.07692307692307693
500,86,0.07692307692307693
501,86,0.15384615384615385
502,86,0.0
503,87,0.6666666666666666
504,87,0.0
505,87,0.0
506,87,0.0
507,87,0.0
508,87,0.3333333333333333
509,87,0.3333333333333333
510,87,0.3333333333333333
511,87,0.3333333333333333
512,87,0.3333333333333333
513,87,0.3333333333333333
514,87,0.6666666666666666
515,87,1.0
516,88,1.0
517,88,1.0
518,88,1.0
519,88,0.0
520,89,0.0
521,89,0.3333333333333333
522,89,0.0
523,90,0.42857142857142855
524,90,0.5714285714285714
525,91,1.0
526,92,0.09090909090909091
527,92,0.0
528,92,0.0
529,92,0.45454545454545453
530,92,0.18181818181818182
531,92,0.18181818181818182
532,92,0.09090909090909091
533,92,0.09090909090909091
534,92,0.18181818181818182
535,92,0.09090909090909091
536,92,0.09090909090909091
537,93,0.6
538,93,0.8
539,93,0.6
540,94,0.25
541,94,0.375
542,95,0.05
543,95,0.0
544,95,0.0
545,95,0.0
546,95,0.0
547,95,0.1
548,95,0.1
549,95,0.05
550,95,0.0
551,95,0.0
552,95,0.0
553,95,0.05
554,95,0.0
555,96,0.5
556,96,0.5
557,96,0.25
558,96,0.25
559,96,0.25
560,96,0.5
561,96,0.0
562,96,0.0
563,97,0.0
564,97,0.0
565,97,0.0
566,97,0.0
567,97,0.0
568,97,0.0
569,97,0.0
570,97,0.0
571,98,0.0
572,99,0.0
573,99,0.3333333333333333
574,100,0.14545454545454545
575,100,0.10909090909090909
576,100,0.10909090909090909
577,100,0.14545454545454545
578,100,0.03636363636363636
579,100,0.03636363636363636
580,100,0.01818181818181818
581,100,0.10909090909090909
582,100,0.21818181818181817
583,101,1.0
584,101,1.0
585,101,1.0
586,102,0.2
587,102,0.2
588,103,0.09090909090909091
589,103,0.09090909090909091
590,103,0.2727272727272727
591,103,0.09090909090909091
592,103,0.18181818181818182
593,103,0.09090909090909091
594,103,0.18181818181818182
595,104,0.2
596,104,0.4
597,104,0.2
598,104,0.9
599,104,0.9
600,104,0.4
601,105,0.29411764705882354
602,105,0.47058823529411764
603,105,0.47058823529411764
604,105,0.5294117647058824
605,105,0.29411764705882354
606,105,0.11764705882352941
607,105,0.5294117647058824
608,105,0.4117647058823529
609,106,0.14285714285714285
610,106,0.0
611,106,0.0
612,106,0.14285714285714285
613,106,0.2857142857142857
614,107,0.18181818181818182
615,107,0.09090909090909091
616,107,0.0
617,107,0.0
618,107,0.0
619,107,0.2727272727272727
620,108,0.3
621,108,0.5
622,108,0.5
623,108,0.4
624,108,0.4
625,109,0.2
626,109,0.4
627,109,0.0
628,109,0.2
629,110,0.0
630,110,0.0
631,110,0.0
632,110,0.0
633,110,0.3333333333333333
634,110,0.3333333333333333
635,111,0.5
636,111,0.25
637,111,0.25
638,112,0.14285714285714285
639,112,0.14285714285714285
640,112,0.14285714285714285
641,112,0.14285714285714285
642,113,0.045454545454545456
643,113,0.045454545454545456
644,113,0.045454545454545456
645,113,0.045454545454545456
646,113,0.0
647,113,0.045454545454545456
648,113,0.13636363636363635
649,113,0.045454545454545456
650,114,0.0
651,114,0.03333333333333333
652,114,0.0
653,114,0.03333333333333333
654,114,0.06666666666666667
655,114,0.03333333333333333
656,114,0.0
657,114,0.03333333333333333
658,114,0.03333333333333333
659,115,0.0
660,115,0.0
661,115,0.0
662,115,0.013888888888888888
663,115,0.013888888888888888
664,115,0.013888888888888888
665,115,0.013888888888888888
666,115,0.013888888888888888
667,116,0.0
668,116,0.0
669,116,0.0
670,116,0.0
671,116,0.0
672,116,0.0
673,116,0.0
674,116,0.0
675,116,0.0
676,117,0.0
677,117,0.3333333333333333
678,117,0.16666666666666666
679,117,0.16666666666666666
680,117,0.16666666666666666
681,118,0.25
682,118,0.125
683,118,0.0
684,118,0.0
685,118,0.125
686,118,0.0625
687,118,0.0625
688,118,0.0
689,118,0.125
690,118,0.0625
691,118,0.0625
692,118,0.125
693,119,0.0
694,119,0.07142857142857142
695,119,0.0
696,119,0.14285714285714285
697,119,0.07142857142857142
698,119,0.0
699,119,0.0
700,119,0.0
701,119,0.07142857142857142
702,119,0.0
703,120,0.0
704,120,0.1111111111111111
705,120,0.0
706,120,0.2222222222222222
707,120,0.1111111111111111
708,120,0.1111111111111111
709,120,0.1111111111111111
710,120,0.1111111111111111
711,121,0.25
712,121,0.5
713,121,0.0
714,122,0.14285714285714285
715,122,0.0
716,122,0.0
717,122,0.14285714285714285
718,123,0.2857142857142857
719,123,0.5714285714285714
720,123,0.2857142857142857
721,124,0.21428571428571427
722,124,0.07142857142857142
723,124,0.14285714285714285
724,124,0.14285714285714285
725,124,0.14285714285714285
726,124,0.07142857142857142
727,124,0.14285714285714285
728,124,0.21428571428571427
729,124,0.21428571428571427
730,124,0.14285714285714285
731,124,0.14285714285714285
732,124,0.21428571428571427
733,125,0.0
734,125,0.13636363636363635
735,125,0.045454545454545456
736,125,0.09090909090909091
737,125,0.09090909090909091
738,125,0.045454545454545456
739,125,0.0
740,125,0.09090909090909091
741,126,0.2857142857142857
742,126,0.0
743,127,0.8333333333333334
744,127,0.8333333333333334
745,128,0.13157894736842105
746,129,0.125
747,129,0.0
748,129,0.0
749,129,0.0
750,129,0.125
751,129,0.125
752,129,0.125
753,129,0.125
754,129,0.0
755,129,0.125
756,129,0.125
757,129,0.125
758,129,0.0
759,129,0.0
760,129,0.0
761,129,0.0
762,129,0.0
763,129,0.125
764,130,0.041666666666666664
765,130,0.08333333333333333
766,130,0.041666666666666664
767,130,0.125
768,130,0.08333333333333333
769,130,0.0
770,130,0.0
771,130,0.0
772,130,0.125
773,130,0.041666666666666664
774,130,0.041666666666666664
775,130,0.0
776,130,0.0
777,131,0.0
778,131,0.42857142857142855
779,131,0.42857142857142855
780,131,0.42857142857142855
781,131,0.42857142857142855
782,131,0.42857142857142855
783,131,0.42857142857142855
784,132,0.0
785,132,0.07692307692307693
786,132,0.0
787,132,0.23076923076923078
788,132,0.23076923076923078
789,132,0.15384615384615385
790,133,0.14285714285714285
791,133,0.2857142857142857
792,133,0.0
793,133,0.14285714285714285
794,133,0.14285714285714285
795,133,0.14285714285714285
796,133,0.14285714285714285
797,133,0.14285714285714285
798,133,0.14285714285714285
799,133,0.2857142857142857
800,134,0.125
801,134,0.125
802,134,0.25
803,134,0.0
804,134,0.25
805,134,0.25
806,134,0.25
807,134,0.125
808,134,0.125
809,134,0.125
810,135,0.0
811,135,0.0
812,135,0.0
813,135,0.0
814,135,0.2222222222222222
815,136,0.75
816,137,0.0
817,137,0.5
818,137,0.25
819,137,0.25
820,138,0.2692307692307692
821,138,0.19230769230769232
822,138,0.2692307692307692
823,138,0.2692307692307692
824,138,0.19230769230769232
825,138,0.19230769230769232
826,138,0.19230769230769232
827,138,0.19230769230769232
828,139,0.42857142857142855
829,139,0.0
830,140,0.2
831,140,0.2
832,140,0.2
833,140,0.4
834,140,0.6
835,141,0.16666666666666666
836,141,0.3333333333333333
837,141,0.16666666666666666
838,142,0.0
839,142,0.0
840,142,0.16666666666666666
841,142,0.3333333333333333
842,142,0.0
843,143,0.3333333333333333
844,143,0.0
845,143,0.3333333333333333
846,144,0.2
847,144,0.0
848,144,0.0
849,145,0.0
850,145,0.0
851,145,0.0
852,145,0.0
853,145,0.0
854,145,0.0
855,146,0.0
856,146,0.0
857,147,0.4
858,147,0.2
859,147,0.4
860,147,0.4
861,147,0.4
862,147,0.4
863,147,0.2
864,148,0.15
865,148,0.1
866,148,0.1
867,148,0.0
868,148,0.05
869,148,0.05
870,148,0.05
871,148,0.05
872,148,0.05
873,148,0.05
874,148,0.05
875,148,0.15
876,148,0.1
877,148,0.1
878,149,0.15384615384615385
879,149,0.15384615384615385
880,149,0.07692307692307693
881,149,0.07692307692307693
882,149,0.07692307692307693
883,149,0.07692307692307693
884,149,0.15384615384615385
885,150,0.0
886,150,0.0
887,150,0.0
888,150,0.14285714285714285
889,150,0.14285714285714285
890,150,0.14285714285714285
891,150,0.42857142857142855
892,151,0.0
893,151,0.0
894,151,0.0625
895,151,0.0
896,151,0.0
897,152,0.5
898,152,0.5
899,153,0.0
900,153,0.0
901,153,0.0
902,153,0.0
903,153,0.0
904,154,0.023255813953488372
905,154,0.023255813953488372
906,154,0.046511627906976744
907,154,0.046511627906976744
908,154,0.046511627906976744
909,154,0.046511627906976744
910,154,0.023255813953488372
911,154,0.0
912,154,0.023255813953488372
913,155,0.0
914,156,0.0
915,156,0.5
916,156,0.0
917,156,0.5
918,157,0.25
919,157,0.75
920,157,0.5
921,157,0.25
922,157,0.25
923,157,0.5
924,158,0.0
925,158,0.5
926,158,0.0
927,159,0.25
928,160,0.0625
929,160,0.0625
930,160,0.0625
931,160,0.125
932,160,0.0625
933,160,0.1875
934,160,0.0625
935,160,0.0625
936,160,0.125
937,161,0.2
938,161,0.2
939,161,0.0
940,162,0.015873015873015872
941,162,0.0
942,162,0.0
943,162,0.0
944,162,0.047619047619047616
945,162,0.0
946,162,0.0
947,162,0.0
948,162,0.0
949,163,0.0
950,163,0.0
951,163,0.16666666666666666
952,163,0.16666666666666666
953,163,0.16666666666666666
954,163,0.0
955,163,0.16666666666666666
956,163,0.0
957,163,0.16666666666666666
958,164,0.21052631578947367
959,164,0.21052631578947367
960,164,0.42105263157894735
961,164,0.5789473684210527
962,165,0.045454545454545456
963,165,0.18181818181818182
964,166,0.0
965,166,0.16666666666666666
966,166,0.08333333333333333
967,166,0.08333333333333333
968,166,0.08333333333333333
969,167,0.0
970,167,0.3333333333333333
971,167,0.6666666666666666
972,167,0.6666666666666666
973,168,0.5
974,168,0.5
975,168,0.5
976,169,0.023255813953488372
977,169,0.11627906976744186
978,169,0.023255813953488372
979,169,0.09302325581395349
980,169,0.023255813953488372
981,169,0.0
982,169,0.18604651162790697
983,169,0.11627906976744186
984,169,0.18604651162790697
985,169,0.11627906976744186
986,169,0.06976744186046512
987,169,0.09302325581395349
988,169,0.13953488372093023
989,169,0.023255813953488372
990,169,0.046511627906976744
991,169,0.20930232558139536
992,170,0.4
993,170,0.4
994,170,0.4
995,170,0.8
996,170,0.8
997,171,0.25
998,171,0.25
999,171,0.375
1000,171,0.25
1001,171,0.375
1002,171,0.375
1003,171,0.375
1004,171,0.25
1005,171,0.375
1006,172,0.09523809523809523
1007,172,0.047619047619047616
1008,172,0.2857142857142857
1009,172,0.047619047619047616
1010,172,0.14285714285714285
1011,172,0.14285714285714285
1012,172,0.09523809523809523
1013,172,0.19047619047619047
1014,172,0.047619047619047616
1015,173,0.1
1016,173,0.05
1017,173,0.1
1018,173,0.0
1019,173,0.0
1020,173,0.05
1021,174,0.375
1022,174,0.375
1023,174,0.375
1024,174,0.375
1025,176,0.04285714285714286
1026,176,0.02857142857142857
1027,176,0.0
1028,176,0.0
1029,176,0.0
1030,176,0.0
1031,176,0.08571428571428572
1032,177,0.0
1033,177,0.0
1034,177,0.0
1035,177,0.0
1036,178,0.0
1037,178,0.25
1038,178,0.25
1039,178,0.125
1040,178,0.125
1041,178,0.25
1042,179,0.1111111111111111
1043,179,0.1111111111111111
1044,179,0.0
1045,179,0.1111111111111111
1046,179,0.2222222222222222
1047,179,0.0
1048,179,0.1111111111111111
1049,180,0.0
1050,180,0.058823529411764705
1051,180,0.058823529411764705
1052,181,0.5714285714285714
1053,181,0.7142857142857143
1054,181,0.5714285714285714
1055,181,0.14285714285714285
1056,182,0.0
1057,182,0.5
1058,182,0.5
1059,183,0.1
1060,183,0.0
1061,183,0.1
1062,183,0.1
1063,183,0.2
1064,184,0.0
1065,184,0.25
1066,184,0.5
1067,185,0.75
1068,185,0.75
1069,185,0.75
1070,186,0.0
1071,186,0.2222222222222222
1072,186,0.0
1073,186,0.0
1074,186,0.2222222222222222
1075,187,0.03260869565217391
1076,187,0.021739130434782608
1077,187,0.10869565217391304
1078,188,0.10294117647058823
1079,188,0.0
1080,188,0.10294117647058823
1081,189,0.125
1082,189,0.125
1083,189,0.041666666666666664
1084,189,0.125
1085,190,0.3333333333333333
1086,190,0.3333333333333333
1087,190,0.2222222222222222
1088,190,0.2222222222222222
1089,191,0.0
1090,191,0.2857142857142857
1091,191,0.14285714285714285
1092,191,0.14285714285714285
1093,191,0.14285714285714285
1094,192,0.1111111111111111
1095,192,0.1111111111111111
1096,192,0.1111111111111111
1097,193,0.0
1098,193,0.0
1099,194,0.0
1100,194,0.1111111111111111
1101,194,0.1111111111111111
1102,195,0.0
1103,195,0.0
1104,195,0.0
1105,195,0.0
1106,195,0.16666666666666666
1107,195,0.0
1108,196,0.14285714285714285
1109,196,0.42857142857142855
1110,196,0.8571428571428571
1111,196,0.42857142857142855
1112,197,0.0
1113,197,0.0
1114,197,0.0
1115,197,0.0
1116,197,0.012987012987012988
1117,197,0.012987012987012988
1118,197,0.012987012987012988
1119,197,0.012987012987012988
1120,198,0.0
1121,198,0.5
1122,198,0.25
1123,198,0.25
1124,199,0.0
1125,199,0.25
1126,199,0.125
1127,199,0.0
1128,199,0.0
1129,199,0.0
1130,199,0.125
1131,200,0.0
1132,200,0.0
1133,201,1.0
1134,201,0.6666666666666666
1135,202,0.0
1136,202,0.4
1137,202,0.2
1138,202,0.0
1139,203,0.05263157894736842
1140,203,0.05263157894736842
1141,203,0.10526315789473684
1142,203,0.15789473684210525
1143,203,0.10526315789473684
1144,203,0.15789473684210525
1145,203,0.10526315789473684
1146,203,0.10526315789473684
1147,203,0.10526315789473684
1148,204,0.0
1149,204,0.0
1150,204,0.0
1151,204,0.0
1152,204,0.0
1153,205,0.05555555555555555
1154,205,0.4444444444444444
1155,205,0.5
1156,205,0.4444444444444444
1157,205,0.3333333333333333
1158,206,0.0
1159,206,0.0
1160,206,0.2
1161,207,0.0
1162,207,0.0
1163,208,0.041666666666666664
1164,208,0.0
1165,208,0.041666666666666664
1166,208,0.041666666666666664
1167,208,0.041666666666666664
1168,208,0.16666666666666666
1169,208,0.125
1170,208,0.125
1171,208,0.08333333333333333
1172,208,0.125
1173,209,0.2857142857142857
1174,209,0.14285714285714285
1175,209,0.14285714285714285
1176,209,0.2857142857142857
1177,209,0.42857142857142855
1178,210,0.6666666666666666
1179,210,0.0
1180,210,0.3333333333333333
1181,211,0.0
1182,211,0.125
1183,211,0.125
1184,211,0.0
1185,212,0.25
1186,212,0.25
1187,212,0.5
1188,213,0.06666666666666667
1189,213,0.06666666666666667
1190,213,0.2
1191,213,0.06666666666666667
1192,213,0.06666666666666667
1193,213,0.13333333333333333
1194,213,0.13333333333333333
1195,213,0.06666666666666667
1196,213,0.06666666666666667
1197,213,0.06666666666666667
1198,214,0.6
1199,214,0.6
1200,214,0.8
1201,215,0.0
1202,215,0.0
1203,215,0.0
1204,215,0.07692307692307693
1205,216,0.18181818181818182
1206,216,0.36363636363636365
1207,216,0.36363636363636365
1208,216,0.36363636363636365
1209,216,0.09090909090909091
1210,216,0.18181818181818182
1211,216,0.18181818181818182
1212,217,0.044444444444444446
1213,217,0.0
1214,217,0.17777777777777778
1215,217,0.044444444444444446
1216,217,0.0
1217,217,0.0
1218,217,0.17777777777777778
1219,217,0.08888888888888889
1220,218,0.013888888888888888
1221,218,0.027777777777777776
1222,218,0.013888888888888888
1223,218,0.041666666666666664
1224,218,0.041666666666666664
1225,218,0.041666666666666664
1226,218,0.027777777777777776
1227,218,0.041666666666666664
1228,219,0.5
1229,219,1.0
1230,220,0.47619047619047616
1231,220,0.47619047619047616
1232,221,0.024261603375527425
1233,221,0.16033755274261605
1234,221,0.18354430379746836
1235,221,0.14345991561181434
1236,221,0.16244725738396623
1237,221,0.12974683544303797
1238,221,0.14451476793248946
1239,221,0.1540084388185654
1240,221,0.05379746835443038
1241,222,0.047619047619047616
1242,222,0.047619047619047616
1243,222,0.0
1244,222,0.09523809523809523
1245,222,0.047619047619047616
1246,222,0.19047619047619047
1247,222,0.0
1248,222,0.0
1249,222,0.14285714285714285
1250,222,0.09523809523809523
1251,223,0.21052631578947367
1252,223,0.21052631578947367
1253,223,0.2631578947368421
1254,224,0.14285714285714285
1255,224,0.7142857142857143
1256,224,0.5714285714285714
1257,224,0.5714285714285714
1258,225,0.25
1259,225,0.375
1260,225,0.375
1261,226,0.6470588235294118
1262,226,0.5882352941176471
1263,226,0.5294117647058824
1264,226,0.11764705882352941
1265,226,0.5882352941176471
1266,226,0.5882352941176471
1267,226,0.5882352941176471
1268,226,0.058823529411764705
1269,227,0.3076923076923077
1270,227,0.3076923076923077
1271,227,0.38461538461538464
1272,227,0.07692307692307693
1273,227,0.23076923076923078
1274,227,0.3076923076923077
1275,227,0.3076923076923077
1276,227,0.0
1277,227,0.3076923076923077
1278,228,0.07142857142857142
1279,228,0.2857142857142857
1280,228,0.07142857142857142
1281,228,0.2857142857142857
1282,228,0.07142857142857142
1283,228,0.07142857142857142
1284,228,0.07142857142857142
1285,228,0.0
1286,228,0.21428571428571427
1287,228,0.0
1288,229,0.0
1289,229,0.5
