Maroon_5
url,Date,Date_link,Location,Location_link,City,City_link
https://redpillbluestour.maroon5.com/,Sep 18,https://www.bandsintown.com/e/20243303?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Xcel Energy Center,https://www.bandsintown.com/e/20243303?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Saint Paul, MN",https://www.bandsintown.com/e/20243303?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 20,https://www.bandsintown.com/e/20242803?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Banker's Life Fieldhouse Arena,https://www.bandsintown.com/e/20242803?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Indianapolis, IN",https://www.bandsintown.com/e/20242803?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 22,https://www.bandsintown.com/e/20242817?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,KFC Yum! Center,https://www.bandsintown.com/e/20242817?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Louisville, KY",https://www.bandsintown.com/e/20242817?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 23,https://www.bandsintown.com/e/20243306?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Bridgestone Arena,https://www.bandsintown.com/e/20243306?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Nashville, TN",https://www.bandsintown.com/e/20243306?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 25,https://www.bandsintown.com/e/20242816?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Nationwide Arena,https://www.bandsintown.com/e/20242816?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Columbus, OH",https://www.bandsintown.com/e/20242816?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 27,https://www.bandsintown.com/e/20242811?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Air Canada Centre,https://www.bandsintown.com/e/20242811?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Toronto, Canada",https://www.bandsintown.com/e/20242811?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 29,https://www.bandsintown.com/e/20242805?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,PPG Paints Arena,https://www.bandsintown.com/e/20242805?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Pittsburgh, PA",https://www.bandsintown.com/e/20242805?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Sep 30,https://www.bandsintown.com/e/20242808?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Little Caesar's Arena,https://www.bandsintown.com/e/20242808?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Detroit, MI",https://www.bandsintown.com/e/20242808?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 02,https://www.bandsintown.com/e/20242809?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Capital One Arena,https://www.bandsintown.com/e/20242809?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Washington, DC",https://www.bandsintown.com/e/20242809?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 04,https://www.bandsintown.com/e/20242814?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Spectrum Center,https://www.bandsintown.com/e/20242814?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Charlotte, NC",https://www.bandsintown.com/e/20242814?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 06,https://www.bandsintown.com/e/20242812?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Prudential Center,https://www.bandsintown.com/e/20242812?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Newark, NJ",https://www.bandsintown.com/e/20242812?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 07,https://www.bandsintown.com/e/20242810?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,TD Garden,https://www.bandsintown.com/e/20242810?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Boston, MA",https://www.bandsintown.com/e/20242810?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 10,https://www.bandsintown.com/e/20242818?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,XL Center,https://www.bandsintown.com/e/20242818?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Hartford, CT",https://www.bandsintown.com/e/20242818?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 12,https://www.bandsintown.com/e/20242815?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Wells Fargo Center,https://www.bandsintown.com/e/20242815?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"Philadelphia, PA",https://www.bandsintown.com/e/20242815?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 14,https://www.bandsintown.com/e/20242813?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Madison Square Garden,https://www.bandsintown.com/e/20242813?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"New York, NY",https://www.bandsintown.com/e/20242813?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
https://redpillbluestour.maroon5.com/,Oct 15,https://www.bandsintown.com/e/20242807?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,Madison Square Garden,https://www.bandsintown.com/e/20242807?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com,"New York, NY",https://www.bandsintown.com/e/20242807?app_id=js_redpillbluestour.maroon5.com&came_from=242&affil_code=js_redpillbluestour.maroon5.com
