President_Trump_Job_Approval
url,Poll,Poll_link,Date,Sample,Approve,Disapprove,Spread
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,"http://maristpoll.marist.edu/wp-content/misc/usapolls/us180305/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_March%208,%202018.pdf",3/5 - 3/6,867 RV,44,49,-5
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zq33h2ipcl/econTabReport.pdf,3/4 - 3/6,1310 RV,41,54,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2526,3/3 - 3/5,1122 RV,38,56,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Monmouth,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030718.pdf/,3/2 - 3/5,708 RV,40,54,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-03/2018_reuters_tracking_-_core_political_03_07_2018.pdf,3/2 - 3/6,2927 A,40,54,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,2/26 - 3/4,1500 A,39,55,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,https://www.investors.com/politics/trump-approval-edges-up-as-financial-stress-hits-new-low-ibdtipp-poll/,2/22 - 3/1,901 A,37,58,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h8n9gvrqyj/econTabReport.pdf,2/25 - 2/27,1296 RV,44,53,-9
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/en-us/news-polls/reuters-ipsos-core-political-2018-02-28,2/23 - 2/27,1651 A,40,56,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,2/19 - 2/25,1500 A,39,56,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,USA Today/Suffolk,https://www.usatoday.com/story/news/2018/02/25/poll-americans-support-tougher-gun-laws-dont-expect-congress-act/371104002/,2/20 - 2/24,1000 RV,38,60,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,https://www.realclearpolitics.com/docs/CNN_RV_.pdf,2/20 - 2/23,909 RV,39,56,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,"http://maristpoll.marist.edu/wp-content/misc/usapolls/us180220/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%2023,%202018.pdf",2/20 - 2/21,819 RV,40,53,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/57yxejgrmo/econTabReport.pdf,2/18 - 2/20,1308 RV,44,51,-7
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/en-us/news-polls/reuters-ipsos-core-political-2018-02-21,2/16 - 2/20,1104 A,40,55,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2522,2/16 - 2/19,1249 RV,37,58,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Harvard-Harris,http://harvardharrispoll.com/wp-content/uploads/2018/02/Final_HHP_20Feb2018_RegisteredVoters_Topline_Memo.pdf,2/16 - 2/19,1934 RV,45,55,-10
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,2/12 - 2/18,1500 A,37,59,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bs88nyx7rs/econTabReport.pdf,2/11 - 2/13,1280 RV,45,50,-5
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,FOX News,http://www.foxnews.com/politics/interactive/2018/02/14/fox-news-poll-document-214.html,2/10 - 2/13,1005 RV,43,53,-10
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-02/2018_reuters_tracking_-_core_political_02_14_2018.pdf,2/9 - 2/13,1515 A,39,54,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2018/02/PPP_Release_National_21418.pdf,2/9 - 2/11,687 RV,44,50,-6
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,2/5 - 2/11,1500 A,40,57,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us180205/Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_February%202018.pdf,2/5 - 2/7,807 RV,39,56,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5qt1ka60gv/econTabReport.pdf,2/4 - 2/6,1320 RV,45,53,-8
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/en-us/reutersipsos-data-core-political-272018,2/2 - 2/6,3110 A,40,54,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2518,2/2 - 2/5,1333 RV,40,55,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,1/29 - 2/4,1500 A,40,57,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,https://www.investors.com/politics/tax-cut-popularity-surges-trump-approval-2018-elections/,1/25 - 2/2,900 A,35,58,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Monmouth,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_013118/,1/28 - 1/30,711 RV,44,48,-4
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/81kgdte5zw/econTabReport.pdf,1/28 - 1/30,1264 RV,44,53,-9
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/en-us/reutersipsos-data-core-political-01312018,1/26 - 1/30,1856 A,41,53,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,1/21 - 1/28,1500 A,38,58,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,FOX News,https://andersonrobbins.com/wp-content/uploads/2018/01/012418_national_january-24-release.pdf,1/21 - 1/23,1002 RV,45,53,-8
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sqnlgzhr9l/econTabReport.pdf,1/21 - 1/23,1301 RV,43,54,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/en-us/news-polls/reuters-ipsos-core-political-2018-01-24,1/19 - 1/23,2981 A,37,59,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2516,1/19 - 1/23,1245 RV,36,58,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,1/15 - 1/21,1500 A,36,59,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Harvard-Harris,http://harvardharrispoll.com/wp-content/uploads/2018/01/Final_HHP_Jan2018-Refield_RegisteredVoters_XTab.pdf,1/17 - 1/19,980 RV,44,56,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,ABC News/Wash Post,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2018/01/21/National-Politics/Polling/question_19698.xml?uuid=8nptHP5nEeebXbvw2jEhTQ,1/15 - 1/18,846 RV,38,58,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,http://cdn.cnn.com/cnn/2018/images/01/19/rel1a-trump2c.shutdown2c.immigration.pdf,1/14 - 1/18,RV,43,53,-10
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gcv50vr08k/econTabReport.pdf,1/14 - 1/16,1311 RV,42,54,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,NBC News/Wall St. Jrnl,https://www.nbcnews.com/politics/first-read/poll-more-half-americans-strongly-disapprove-trump-n838926,1/13 - 1/17,900 A,39,57,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Harvard-Harris,http://thehill.com/homenews/administration/369603-poll-trump-job-approval-hovers-near-low-point,1/13 - 1/16,1192 RV,42,58,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CBS News,https://www.realclearpolitics.com/docs/Jan18b-Trump-1year.pdf,1/13 - 1/16,1225 A,37,58,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2513,1/12 - 1/16,1212 RV,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/en-us/reutersipsos-data-core-political-1172018,1/12 - 1/16,1638 A,39,56,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Pew Research,http://www.people-press.org/2018/01/18/public-sees-better-year-ahead-democrats-sharpen-focus-on-midterm-elections/,1/10 - 1/15,1215 RV,39,55,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,1/8 - 1/14,1500 A,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Emerson,https://gallery.mailchimp.com/5d83bc45f4839ff4fb96bb8b8/files/e8436254-226b-4b8d-8ab9-8bd520324159/ECP_national_1.12.18.pdf,1/8 - 1/11,600 RV,39,52,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,NPR/PBS/Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us180108_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_January%202018.pdf#page=3,1/8 - 1/10,1092 RV,40,51,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wtt95as3fo/econTabReport.pdf,1/8 - 1/9,1327 RV,42,54,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2511,1/5 - 1/9,1106 RV,36,59,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.ipsos.com/en-us/reutersipsos-data-core-political-1102018,1/5 - 1/9,1616 A,41,55,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,https://www.investors.com/politics/everything-is-looking-up-except-for-trumps-approval-rating-ibdtipp-poll/,1/2 - 1/10,901 A,35,58,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?version=print,1/2 - 1/7,1500 A,37,58,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fzbo62v6dm/econTabReport.pdf,12/31 - 1/2,1277 RV,43,54,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_reuters_tracking_-_core_political_01_03_2018.pdf,12/29 - 1/2,1770 A,41,54,-13
