Character_Appearances
url,Character,Portrayed_by,Seasons
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Wil Wheaton,Wil Wheaton,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Zack Johnson,Brian Thomas Smith,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Priya Koothrappali,Aarti Mann,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Wyatt,Keith Carradine,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,President Siebert,Joshua Malina,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Mike Rostenkowski,Casey Sander,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Alex Jensen,Margo Harshman,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Janine Davis,Regina King,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Lucy,Kate Micucci,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Bert Kibbler,Brian Posehn,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Arthur Jeffries,Bob Newhart,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Dave Gibbs,Stephen Merchant,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Claire,Alessandra Torresani,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Guest
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Alfred Hofstadter,Judd Hirsch,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Colonel Richard Williams,Dean Norris,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,,,Recurring
https://en.wikipedia.org/wiki/List_of_The_Big_Bang_Theory_characters,Ruchi,Swati Kapila,Recurring
