Table_1
url,Date,Weekday,Holiday_Name,Holiday_Name_link,Holiday_Type,Where_It_Is_Observed
https://www.timeanddate.com/holidays/us/,Jan 28,Sunday,World Leprosy Day,https://www.timeanddate.com/holidays/world/world-leprosy-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Jan 29,Monday,Kansas Day,https://www.timeanddate.com/holidays/us/kansas-day,Observance,
https://www.timeanddate.com/holidays/us/,Jan 31,Wednesday,Tu Bishvat/Tu B'Shevat,https://www.timeanddate.com/holidays/us/tu-bshevat,Jewish holiday,
https://www.timeanddate.com/holidays/us/,Feb 1,Thursday,National Freedom Day,https://www.timeanddate.com/holidays/us/national-freedom-day,Observance,
https://www.timeanddate.com/holidays/us/,Feb 2,Friday,World Wetlands Day,https://www.timeanddate.com/holidays/world/world-wetlands-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Feb 2,Friday,Groundhog Day,https://www.timeanddate.com/holidays/us/groundhog-day,Observance,
https://www.timeanddate.com/holidays/us/,Feb 2,Friday,National Wear Red Day,https://www.timeanddate.com/holidays/us/national-wear-red-day,Observance,
https://www.timeanddate.com/holidays/us/,Feb 4,Sunday,World Cancer Day,https://www.timeanddate.com/holidays/un/world-cancer-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Feb 4,Sunday,Rosa Parks Day,https://www.timeanddate.com/holidays/us/rosa-parks-day,Local observance,"California, Ohio"
https://www.timeanddate.com/holidays/us/,Feb 4,Sunday,Super Bowl,https://www.timeanddate.com/holidays/us/super-bowl,Sporting Event,
https://www.timeanddate.com/holidays/us/,Feb 6,Tuesday,International Day of Zero Tolerance for Female Genital Mutilation,https://www.timeanddate.com/holidays/un/zero-tolerance-day-female-genital-mutilation,United Nations observance,
https://www.timeanddate.com/holidays/us/,Feb 11,Sunday,International Day of Women and Girls in Science,https://www.timeanddate.com/holidays/un/international-day-of-women-and-girls-in-science,United Nations observance,
https://www.timeanddate.com/holidays/us/,Feb 11,Sunday,World Day of the Sick,https://www.timeanddate.com/holidays/world/world-day-of-the-sick,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Feb 12,Monday,Lincoln's Birthday,https://www.timeanddate.com/holidays/us/lincolns-birthday,State holiday,"CT, IL, MO, NY"
https://www.timeanddate.com/holidays/us/,Feb 12,Monday,Lincoln's Birthday,https://www.timeanddate.com/holidays/us/lincolns-birthday,Local observance,Florida
https://www.timeanddate.com/holidays/us/,Feb 13,Tuesday,Maha Shivaratri,https://www.timeanddate.com/holidays/us/hindu-maha-shivaratri,Hindu Holiday,
https://www.timeanddate.com/holidays/us/,Feb 13,Tuesday,World Radio Day,https://www.timeanddate.com/holidays/un/radio-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Feb 13,Tuesday,Shrove Tuesday/Mardi Gras,https://www.timeanddate.com/holidays/us/shrove-tuesday,Observance,
https://www.timeanddate.com/holidays/us/,Feb 13,Tuesday,Shrove Tuesday/Mardi Gras,https://www.timeanddate.com/holidays/us/shrove-tuesday,State holiday,"Alabama, Louisiana"
https://www.timeanddate.com/holidays/us/,Feb 13,Tuesday,Shrove Tuesday/Mardi Gras,https://www.timeanddate.com/holidays/us/shrove-tuesday,Local observance,Florida
https://www.timeanddate.com/holidays/us/,Feb 14,Wednesday,Ash Wednesday,https://www.timeanddate.com/holidays/us/ash-wednesday,Christian,
https://www.timeanddate.com/holidays/us/,Feb 14,Wednesday,Valentine's Day,https://www.timeanddate.com/holidays/us/valentine-day,Observance,
https://www.timeanddate.com/holidays/us/,Feb 14,Wednesday,Statehood Day in Arizona,https://www.timeanddate.com/holidays/us/arizona-statehood-day,Local observance,Arizona
https://www.timeanddate.com/holidays/us/,Feb 15,Thursday,Susan B Anthony's Birthday,https://www.timeanddate.com/holidays/us/susan-b-anthony-day,Local observance,"CA, FL, NY, WI"
https://www.timeanddate.com/holidays/us/,Feb 16,Friday,Chinese New Year,https://www.timeanddate.com/holidays/us/chinese-new-year,Observance,
https://www.timeanddate.com/holidays/us/,Feb 16,Friday,Elizabeth Peratrovich Day,https://www.timeanddate.com/holidays/us/elizabeth-peratrovich-day,Local observance,Alaska
https://www.timeanddate.com/holidays/us/,Feb 19,Monday,Presidents' Day,https://www.timeanddate.com/holidays/us/washington-birthday,Federal Holiday,"All except DE, GA, IA, IN, KS, KY, LA, NC, NM, RI, WI"
https://www.timeanddate.com/holidays/us/,Feb 19,Monday,Daisy Gatson Bates Day,https://www.timeanddate.com/holidays/us/daisy-gatson-bates-day,State holiday,Arkansas
https://www.timeanddate.com/holidays/us/,Feb 20,Tuesday,World Day of Social Justice,https://www.timeanddate.com/holidays/un/world-social-justice-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Feb 21,Wednesday,International Mother Language Day,https://www.timeanddate.com/holidays/un/international-mother-language-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Feb 28,Wednesday,Linus Pauling Day,https://www.timeanddate.com/holidays/us/linus-pauling-day,Local observance,Oregon
https://www.timeanddate.com/holidays/us/,Mar 1,Thursday,Purim,https://www.timeanddate.com/holidays/us/purim,Jewish holiday,
https://www.timeanddate.com/holidays/us/,Mar 1,Thursday,Zero Discrimination Day,https://www.timeanddate.com/holidays/un/zero-discrimination-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 1,Thursday,Self-Injury Awareness Day,https://www.timeanddate.com/holidays/world/self-injury-awareness-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Mar 1,Thursday,St. David's Day,https://www.timeanddate.com/holidays/us/st-david-day,Observance,
https://www.timeanddate.com/holidays/us/,Mar 2,Friday,Holi,https://www.timeanddate.com/holidays/us/hindu-holi,Hindu Holiday,
https://www.timeanddate.com/holidays/us/,Mar 2,Friday,Texas Independence Day,https://www.timeanddate.com/holidays/us/texas-independence-day,State holiday,Texas
https://www.timeanddate.com/holidays/us/,Mar 2,Friday,Read Across America Day,https://www.timeanddate.com/holidays/us/read-across-america-day,Observance,
https://www.timeanddate.com/holidays/us/,Mar 2,Friday,Employee Appreciation Day,https://www.timeanddate.com/holidays/us/employee-appreciation-day,Observance,
https://www.timeanddate.com/holidays/us/,Mar 3,Saturday,World Wildlife Day,https://www.timeanddate.com/holidays/un/world-wildlife-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 5,Monday,Casimir Pulaski Day,https://www.timeanddate.com/holidays/us/casimir-pulaski-day,State holiday,Illinois
https://www.timeanddate.com/holidays/us/,Mar 6,Tuesday,Town Meeting Day Vermont,https://www.timeanddate.com/holidays/us/town-meeting-day-vermont,State holiday,Vermont
https://www.timeanddate.com/holidays/us/,Mar 8,Thursday,International Women's Day,https://www.timeanddate.com/holidays/un/international-womens-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 8,Thursday,World Kidney Day,https://www.timeanddate.com/holidays/world/world-kidney-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Mar 11,Sunday,Daylight Saving Time starts,https://www.timeanddate.com/time/change/usa/new-york,Clock change/Daylight Saving Time,
https://www.timeanddate.com/holidays/us/,Mar 16,Friday,Evacuation Day observed,https://www.timeanddate.com/holidays/us/evacuation-day,State holiday,Massachusetts
https://www.timeanddate.com/holidays/us/,Mar 17,Saturday,St. Patrick's Day,https://www.timeanddate.com/holidays/us/st-patrick-day,Observance,
https://www.timeanddate.com/holidays/us/,Mar 17,Saturday,Evacuation Day,https://www.timeanddate.com/holidays/us/evacuation-day,State holiday,Massachusetts
https://www.timeanddate.com/holidays/us/,Mar 20,Tuesday,March equinox,https://www.timeanddate.com/calendar/march-equinox.html,Season,
https://www.timeanddate.com/holidays/us/,Mar 20,Tuesday,International Day of Happiness,https://www.timeanddate.com/holidays/un/happiness-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 21,Wednesday,International Day for the Elimination of Racial Discrimination,https://www.timeanddate.com/holidays/un/world-day-eliminate-racial-discrimination,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 21,Wednesday,World Poetry Day,https://www.timeanddate.com/holidays/un/world-poetry-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 21,Wednesday,International Day of Nowruz,https://www.timeanddate.com/holidays/un/nowruz-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 21,Wednesday,World Down Syndrome Day,https://www.timeanddate.com/holidays/un/down-syndrome-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 21,Wednesday,International Day of Forests,https://www.timeanddate.com/holidays/un/forest-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 22,Thursday,World Water Day,https://www.timeanddate.com/holidays/un/world-water-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 23,Friday,World Meteorological Day,https://www.timeanddate.com/holidays/un/world-meteorological-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 24,Saturday,World Tuberculosis Day,https://www.timeanddate.com/holidays/un/world-tuberculosis-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 24,Saturday,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,https://www.timeanddate.com/holidays/un/human-rights-violations-truth-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 24,Saturday,Earth Hour,https://www.timeanddate.com/holidays/world/earth-hour,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Mar 25,Sunday,Palm Sunday,https://www.timeanddate.com/holidays/us/palm-sunday,Christian,
https://www.timeanddate.com/holidays/us/,Mar 25,Sunday,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,https://www.timeanddate.com/holidays/un/remembrance-day-transatlantic-slaves,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 25,Sunday,International Day of Solidarity with Detained and Missing Staff Members,https://www.timeanddate.com/holidays/un/solidarity-day-missing-detained-staff,United Nations observance,
https://www.timeanddate.com/holidays/us/,Mar 25,Sunday,Maryland Day,https://www.timeanddate.com/holidays/us/maryland-day,Local observance,Maryland
https://www.timeanddate.com/holidays/us/,Mar 26,Monday,Maryland Day observed,https://www.timeanddate.com/holidays/us/maryland-day,Local observance,Maryland
https://www.timeanddate.com/holidays/us/,Mar 26,Monday,Prince Jonah Kuhio Kalanianaole Day,https://www.timeanddate.com/holidays/us/prince-jonah-kuhio-kalanianaole-day,State holiday,Hawaii
https://www.timeanddate.com/holidays/us/,Mar 26,Monday,Seward's Day,https://www.timeanddate.com/holidays/us/sewards-day,State holiday,Alaska
https://www.timeanddate.com/holidays/us/,Mar 29,Thursday,Maundy Thursday,https://www.timeanddate.com/holidays/us/maundy-thursday,Christian,
https://www.timeanddate.com/holidays/us/,Mar 30,Friday,Good Friday,https://www.timeanddate.com/holidays/us/good-friday,State holiday,13 states
https://www.timeanddate.com/holidays/us/,Mar 31,Saturday,Holy Saturday,https://www.timeanddate.com/holidays/us/holy-saturday,Christian,
https://www.timeanddate.com/holidays/us/,Mar 31,Saturday,Passover (first day),https://www.timeanddate.com/holidays/us/first-day-of-passover,Jewish holiday,
https://www.timeanddate.com/holidays/us/,Mar 31,Saturday,César Chávez Day,https://www.timeanddate.com/holidays/us/cesar-chavez-day,State holiday,"CA, CO*, TX*"
https://www.timeanddate.com/holidays/us/,Apr 1,Sunday,April Fool's Day,https://www.timeanddate.com/holidays/world/april-fools-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Apr 1,Sunday,Easter Sunday,https://www.timeanddate.com/holidays/us/easter-sunday,"Observance, Christian",
https://www.timeanddate.com/holidays/us/,Apr 2,Monday,World Autism Awareness Day,https://www.timeanddate.com/holidays/un/world-autism-awareness-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 2,Monday,Easter Monday,https://www.timeanddate.com/holidays/us/easter-monday,Christian,
https://www.timeanddate.com/holidays/us/,Apr 2,Monday,Pascua Florida Day,https://www.timeanddate.com/holidays/us/pascua-florida-day,Local observance,Florida
https://www.timeanddate.com/holidays/us/,Apr 4,Wednesday,United Nations' Mine Awareness Day,https://www.timeanddate.com/holidays/un/mine-awareness-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 6,Friday,Orthodox Good Friday,https://www.timeanddate.com/holidays/us/orthodox-good-friday,Orthodox,
https://www.timeanddate.com/holidays/us/,Apr 6,Friday,International Day of Sport for Development and Peace,https://www.timeanddate.com/holidays/un/sport-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 6,Friday,National Tartan Day,https://www.timeanddate.com/holidays/us/national-tartan-day,Observance,
https://www.timeanddate.com/holidays/us/,Apr 7,Saturday,Last Day of Passover,https://www.timeanddate.com/holidays/us/last-day-of-passover,Jewish holiday,
https://www.timeanddate.com/holidays/us/,Apr 7,Saturday,Orthodox Holy Saturday,https://www.timeanddate.com/holidays/us/orthodox-holy-saturday,Orthodox,
https://www.timeanddate.com/holidays/us/,Apr 7,Saturday,United Nations' World Health Day,https://www.timeanddate.com/holidays/un/world-health-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 7,Saturday,Day of Remembrance of the Victims of the Rwanda Genocide,https://www.timeanddate.com/holidays/un/remember-victims-rwanda-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 8,Sunday,Orthodox Easter,https://www.timeanddate.com/holidays/us/orthodox-easter-day,Orthodox,
https://www.timeanddate.com/holidays/us/,Apr 9,Monday,Orthodox Easter Monday,https://www.timeanddate.com/holidays/us/orthodox-easter-monday,Orthodox,
https://www.timeanddate.com/holidays/us/,Apr 10,Tuesday,National Library Workers' Day,https://www.timeanddate.com/holidays/us/national-library-workers-day,Observance,
https://www.timeanddate.com/holidays/us/,Apr 11,Wednesday,Yom HaShoah,https://www.timeanddate.com/holidays/us/yom-hashoah,Jewish holiday,
https://www.timeanddate.com/holidays/us/,Apr 12,Thursday,International Day of Human Space Flight,https://www.timeanddate.com/holidays/un/space-flight-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 13,Friday,Isra and Mi'raj,https://www.timeanddate.com/holidays/us/isra-miraj,Muslim,
https://www.timeanddate.com/holidays/us/,Apr 13,Friday,Friday the 13th,https://www.timeanddate.com/holidays/world/friday-13,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Apr 13,Friday,Thomas Jefferson's Birthday,https://www.timeanddate.com/holidays/us/thomas-jefferson-birthday,Observance,
https://www.timeanddate.com/holidays/us/,Apr 15,Sunday,Father Damien Day,https://www.timeanddate.com/holidays/us/father-damien-day,Local observance,Hawaii
https://www.timeanddate.com/holidays/us/,Apr 16,Monday,Emancipation Day,https://www.timeanddate.com/holidays/us/emancipation-day-dc,State holiday,District of Columbia
https://www.timeanddate.com/holidays/us/,Apr 16,Monday,Patriot's Day,https://www.timeanddate.com/holidays/us/patriots-day,State holiday,"Maine, Massachusetts"
https://www.timeanddate.com/holidays/us/,Apr 17,Tuesday,Tax Day,https://www.timeanddate.com/holidays/us/tax-day,Observance,
https://www.timeanddate.com/holidays/us/,Apr 18,Wednesday,International Day for Monuments and Sites,https://www.timeanddate.com/holidays/world/international-day-for-monuments-and-sites,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Apr 19,Thursday,Yom Ha'atzmaut,https://www.timeanddate.com/holidays/us/yom-haatzmaut,Jewish holiday,
https://www.timeanddate.com/holidays/us/,Apr 20,Friday,Chinese Language Day,https://www.timeanddate.com/holidays/un/chinese-language-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 20,Friday,Global Youth Service Day,https://www.timeanddate.com/holidays/world/global-youth-service-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,Apr 21,Saturday,San Jacinto Day,https://www.timeanddate.com/holidays/us/san-jacinto-day,State holiday,Texas
https://www.timeanddate.com/holidays/us/,Apr 22,Sunday,Earth Day,https://www.timeanddate.com/holidays/un/earth-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 22,Sunday,Oklahoma Day,https://www.timeanddate.com/holidays/us/oklahoma-day,Local observance,Oklahoma
https://www.timeanddate.com/holidays/us/,Apr 23,Monday,World Book and Copyright Day,https://www.timeanddate.com/holidays/un/world-book-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 23,Monday,English Language Day,https://www.timeanddate.com/holidays/un/english-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 23,Monday,Confederate Memorial Day,https://www.timeanddate.com/holidays/us/confederate-memorial-day,State holiday,"Alabama, Florida"
https://www.timeanddate.com/holidays/us/,Apr 23,Monday,State Holiday,https://www.timeanddate.com/holidays/us/confederate-memorial-day,State holiday,Georgia
https://www.timeanddate.com/holidays/us/,Apr 25,Wednesday,World Malaria Day,https://www.timeanddate.com/holidays/un/world-malaria-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 25,Wednesday,Administrative Professionals Day,https://www.timeanddate.com/holidays/us/administrative-professionals-day,Observance,
https://www.timeanddate.com/holidays/us/,Apr 26,Thursday,World Intellectual Property Day,https://www.timeanddate.com/holidays/un/world-intellectual-property-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 26,Thursday,International Chernobyl Disaster Remembrance Day,https://www.timeanddate.com/holidays/un/international-chernobyl-disaster-remembrance-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 26,Thursday,Confederate Memorial Day,https://www.timeanddate.com/holidays/us/confederate-memorial-day,Local observance,Florida
https://www.timeanddate.com/holidays/us/,Apr 26,Thursday,Take our Daughters and Sons to Work Day,https://www.timeanddate.com/holidays/us/take-our-daughters-and-sons-to-work-day,Observance,
https://www.timeanddate.com/holidays/us/,Apr 27,Friday,Arbor Day,https://www.timeanddate.com/holidays/us/arbor-day-nebraska,State holiday,Nebraska
https://www.timeanddate.com/holidays/us/,Apr 28,Saturday,World Day for Safety and Health at Work,https://www.timeanddate.com/holidays/un/work-safety-and-health-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 29,Sunday,Day of Remembrance for all Victims of Chemical Warfare,https://www.timeanddate.com/holidays/un/chemical-warfare-victims-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 30,Monday,International Jazz Day,https://www.timeanddate.com/holidays/un/jazz-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,Apr 30,Monday,Confederate Memorial Day,https://www.timeanddate.com/holidays/us/confederate-memorial-day,State holiday,Mississippi
https://www.timeanddate.com/holidays/us/,May 1,Tuesday,Law Day,https://www.timeanddate.com/holidays/us/law-day,Observance,
https://www.timeanddate.com/holidays/us/,May 1,Tuesday,Loyalty Day,https://www.timeanddate.com/holidays/us/loyalty-day,Observance,
https://www.timeanddate.com/holidays/us/,May 1,Tuesday,Lei Day,https://www.timeanddate.com/holidays/us/lei-day,Local observance,Hawaii
https://www.timeanddate.com/holidays/us/,May 2,Wednesday,World Tuna Day,https://www.timeanddate.com/holidays/un/world-tuna-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 3,Thursday,Lag BaOmer,https://www.timeanddate.com/holidays/us/lag-b-omer,Jewish holiday,
https://www.timeanddate.com/holidays/us/,May 3,Thursday,World Press Freedom Day,https://www.timeanddate.com/holidays/un/world-press-freedom-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 3,Thursday,National Day of Prayer,https://www.timeanddate.com/holidays/us/national-day-prayer,Observance,
https://www.timeanddate.com/holidays/us/,May 4,Friday,Kent State Shootings Remembrance,https://www.timeanddate.com/holidays/us/kent-state-shootings-remembrance,Local observance,Ohio
https://www.timeanddate.com/holidays/us/,May 4,Friday,Kentucky Oaks,https://www.timeanddate.com/holidays/us/kentucky-oaks,Sporting Event,
https://www.timeanddate.com/holidays/us/,May 4,Friday,Rhode Island Independence Day,https://www.timeanddate.com/holidays/us/rhode-island-independence-day,Local observance,Rhode Island
https://www.timeanddate.com/holidays/us/,May 5,Saturday,Cinco de Mayo,https://www.timeanddate.com/holidays/us/cinco-de-mayo,Observance,
https://www.timeanddate.com/holidays/us/,May 5,Saturday,National Explosive Ordnance Disposal (EOD) Day,https://www.timeanddate.com/holidays/us/national-explosive-ordnance-disposal-day,Observance,
https://www.timeanddate.com/holidays/us/,May 6,Sunday,National Nurses Day,https://www.timeanddate.com/holidays/us/national-nurses-day,Observance,
https://www.timeanddate.com/holidays/us/,May 8,Tuesday,Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War,https://www.timeanddate.com/holidays/un/time-remember-wwii-lost-lives,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 8,Tuesday,World Ovarian Cancer Day,https://www.timeanddate.com/holidays/world/world-ovarian-cancer-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,May 8,Tuesday,Truman Day,https://www.timeanddate.com/holidays/us/truman-day,State holiday,Missouri
https://www.timeanddate.com/holidays/us/,May 8,Tuesday,Primary Election Day West Virginia,https://www.timeanddate.com/holidays/us/primary-election-west-virginia,State holiday,West Virginia
https://www.timeanddate.com/holidays/us/,May 10,Thursday,Ascension Day,https://www.timeanddate.com/holidays/us/ascension-day,Christian,
https://www.timeanddate.com/holidays/us/,May 10,Thursday,Confederate Memorial Day,https://www.timeanddate.com/holidays/us/confederate-memorial-day,State holiday,South Carolina
https://www.timeanddate.com/holidays/us/,May 10,Thursday,Confederate Memorial Day,https://www.timeanddate.com/holidays/us/confederate-memorial-day,Local observance,North Carolina
https://www.timeanddate.com/holidays/us/,May 11,Friday,Military Spouse Appreciation Day,https://www.timeanddate.com/holidays/us/military-spouse-appreciation-day,Observance,
https://www.timeanddate.com/holidays/us/,May 12,Saturday,World Migratory Bird Day,https://www.timeanddate.com/holidays/un/migratory-bird-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 12,Saturday,International Nurses Day,https://www.timeanddate.com/holidays/world/nurses-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,May 13,Sunday,Mother's Day,https://www.timeanddate.com/holidays/us/mothers-day,Observance,
https://www.timeanddate.com/holidays/us/,May 15,Tuesday,International Day of Families,https://www.timeanddate.com/holidays/un/international-day-of-families,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 15,Tuesday,Peace Officers Memorial Day,https://www.timeanddate.com/holidays/us/peace-officers-memorial-day,Observance,
https://www.timeanddate.com/holidays/us/,May 16,Wednesday,Ramadan starts,https://www.timeanddate.com/holidays/us/ramadan-begins,Muslim,
https://www.timeanddate.com/holidays/us/,May 17,Thursday,World Information Society Day,https://www.timeanddate.com/holidays/un/world-information-society-day,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 18,Friday,National Defense Transportation Day,https://www.timeanddate.com/holidays/us/national-defense-transportation-day,Observance,
https://www.timeanddate.com/holidays/us/,May 19,Saturday,Armed Forces Day,https://www.timeanddate.com/holidays/us/armed-forces-day,Observance,
https://www.timeanddate.com/holidays/us/,May 20,Sunday,Pentecost,https://www.timeanddate.com/holidays/us/pentecost,Christian,
https://www.timeanddate.com/holidays/us/,May 20,Sunday,Shavuot,https://www.timeanddate.com/holidays/us/shavuot,Jewish holiday,
https://www.timeanddate.com/holidays/us/,May 20,Sunday,World Autoimmune Arthritis Day,https://www.timeanddate.com/holidays/world/autoimmune-arthritis-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,May 21,Monday,Whit Monday,https://www.timeanddate.com/holidays/us/whit-monday,Christian,
https://www.timeanddate.com/holidays/us/,May 21,Monday,World Day for Cultural Diversity for Dialogue and Development,https://www.timeanddate.com/holidays/un/world-day-cultural-diversity-dialogue,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 22,Tuesday,International Day for Biological Diversity,https://www.timeanddate.com/holidays/un/international-day-for-biological-diversity,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 22,Tuesday,National Maritime Day,https://www.timeanddate.com/holidays/us/national-maritime-day,Observance,
https://www.timeanddate.com/holidays/us/,May 22,Tuesday,Harvey Milk Day,https://www.timeanddate.com/holidays/us/harvey-milk-day,Local observance,California
https://www.timeanddate.com/holidays/us/,May 23,Wednesday,International Day to End Obstetric Fistula,https://www.timeanddate.com/holidays/un/day-to-end-obstetric-fistula,United Nations observance,
https://www.timeanddate.com/holidays/us/,May 23,Wednesday,Emergency Medical Services for Children Day,https://www.timeanddate.com/holidays/us/medical-service-children-day,Observance,
https://www.timeanddate.com/holidays/us/,May 25,Friday,African Liberation Day,https://www.timeanddate.com/holidays/world/african-liberation-day,Worldwide observance,
https://www.timeanddate.com/holidays/us/,May 25,Friday,National Missing Children's Day,https://www.timeanddate.com/holidays/us/national-missing-children-day,Observance,
https://www.timeanddate.com/holidays/us/,May 27,Sunday,Trinity Sunday,https://www.timeanddate.com/holidays/us/trinity-sunday,Christian,
https://www.timeanddate.com/holidays/us/,May 28,Monday,Memorial Day,https://www.timeanddate.com/holidays/us/memorial-day,Federal Holiday,
https://www.timeanddate.com/holidays/us/,May 28,Monday,Jefferson Davis Birthday,https://www.timeanddate.com/holidays/us/jefferson-davis-birthday,Local observance,Mississippi
