question_id,table_id,column_id,score
30,6,3,0.5
30,6,4,0.0
30,6,5,0.0
30,6,6,0.0
30,6,7,0.0
30,6,8,0.0
31,6,0,0.0
31,6,1,0.0
31,6,2,1.0
31,6,3,0.5
31,6,4,0.0
31,6,5,0.0
31,6,6,0.0
31,6,7,0.0
31,6,8,0.0
32,6,0,0.0
32,6,1,0.0
32,6,2,1.0
32,6,3,0.5
32,6,4,0.0
32,6,5,0.0
32,6,6,0.0
32,6,7,0.0
32,6,8,0.0
33,6,0,0.0
33,6,1,0.0
33,6,2,1.0
33,6,3,0.5
33,6,4,0.0
33,6,5,0.0
33,6,6,0.0
33,6,7,0.0
33,6,8,0.0
34,8,0,0.0
34,8,1,0.0
34,8,2,0.0
34,8,3,0.0
35,8,0,0.0
35,8,1,0.0
35,8,2,0.0
35,8,3,0.0
36,8,0,0.0
36,8,1,1.0
36,8,2,0.0
36,8,3,0.0
37,8,0,1.0
37,8,1,0.0
37,8,2,0.0
37,8,3,0.0
38,9,0,0.0
38,9,1,0.0
38,9,2,0.0
38,9,3,0.0
39,9,0,0.0
39,9,1,0.0
39,9,2,0.0
39,9,3,0.0
40,10,0,0.0
40,10,1,0.0
41,10,0,0.0
41,10,1,0.0
42,10,0,0.0
42,10,1,0.0
43,10,0,0.0
43,10,1,0.0
44,10,0,0.0
44,10,1,0.5
45,10,0,0.0
45,10,1,0.0
46,10,0,0.0
46,10,1,0.5
47,10,0,0.0
47,10,1,0.0
48,11,0,0.0
48,11,1,0.0
48,11,2,0.0
49,11,0,0.0
49,11,1,0.0
49,11,2,1.0
50,12,0,0.0
50,12,1,0.0
50,12,2,0.0
50,12,3,0.0
50,12,4,1.0
51,12,0,0.0
51,12,1,0.0
51,12,2,0.0
51,12,3,1.0
51,12,4,0.0
52,12,0,0.0
52,12,1,1.0
52,12,2,0.0
52,12,3,0.0
52,12,4,0.0
53,12,0,0.0
53,12,1,0.0
53,12,2,1.0
53,12,3,0.0
53,12,4,0.0
54,13,0,0.0
54,13,1,0.0
54,13,2,0.0
54,13,3,1.0
54,13,4,0.0
55,13,0,0.0
55,13,1,0.0
55,13,2,0.0
55,13,3,0.0
55,13,4,1.0
56,14,0,0.0
56,14,1,1.0
57,14,0,0.0
57,14,1,1.0
58,15,0,0.0
58,15,1,0.0
59,15,0,0.0
59,15,1,0.0
60,16,0,0.0
60,16,1,0.0
60,16,2,0.0
60,16,3,0.0
60,16,4,0.0
61,16,0,0.0
61,16,1,0.0
61,16,2,1.0
61,16,3,0.0
61,16,4,0.0
62,16,0,0.0
62,16,1,0.0
62,16,2,0.0
62,16,3,0.0
62,16,4,0.0
63,16,0,0.0
63,16,1,0.0
63,16,2,0.0
63,16,3,0.0
63,16,4,0.0
64,16,0,0.0
64,16,1,0.0
64,16,2,0.0
64,16,3,0.0
64,16,4,0.0
65,17,0,0.0
65,17,1,1.0
65,17,2,0.0
65,17,3,0.0
65,17,4,0.0
66,17,0,0.0
66,17,1,1.0
66,17,2,0.5
66,17,3,1.0
66,17,4,0.5
67,17,0,0.0
67,17,1,1.0
67,17,2,0.0
67,17,3,0.0
67,17,4,0.0
68,17,0,0.0
68,17,1,0.0
68,17,2,0.5
68,17,3,0.0
68,17,4,0.5
69,18,0,0.0
69,18,1,0.0
69,18,2,0.0
69,18,3,0.0
69,18,4,0.0
69,18,5,0.0
69,18,6,0.0
70,18,0,0.0
70,18,1,0.0
70,18,2,0.0
70,18,3,0.5
70,18,4,0.3333333333333333
70,18,5,0.5
70,18,6,0.25
71,18,0,0.0
71,18,1,0.0
71,18,2,0.0
71,18,3,0.0
71,18,4,0.0
71,18,5,0.0
71,18,6,0.0
72,18,0,0.0
72,18,1,0.0
72,18,2,0.0
72,18,3,0.0
72,18,4,0.0
72,18,5,0.0
72,18,6,0.0
73,18,0,0.0
73,18,1,0.0
73,18,2,0.0
73,18,3,0.5
73,18,4,0.3333333333333333
73,18,5,0.5
73,18,6,0.0
74,18,0,0.0
74,18,1,0.0
74,18,2,0.0
74,18,3,0.5
74,18,4,0.3333333333333333
74,18,5,0.5
74,18,6,0.0
75,18,0,0.0
75,18,1,0.0
75,18,2,0.0
75,18,3,0.0
75,18,4,0.0
75,18,5,0.0
75,18,6,0.0
76,18,0,0.0
76,18,1,0.0
76,18,2,0.0
76,18,3,0.0
76,18,4,0.0
76,18,5,0.0
76,18,6,0.0
77,19,0,0.0
77,19,1,0.5
77,19,2,1.0
77,19,3,0.0
77,19,4,0.0
77,19,5,0.0
78,19,0,0.0
78,19,1,0.5
78,19,2,0.5
78,19,3,0.0
78,19,4,0.0
78,19,5,1.0
79,19,0,0.0
79,19,1,0.5
79,19,2,0.5
79,19,3,1.0
79,19,4,0.0
79,19,5,0.0
80,19,0,0.0
80,19,1,0.5
80,19,2,0.5
80,19,3,0.0
80,19,4,1.0
80,19,5,0.0
81,20,0,0.0
81,20,1,0.0
81,20,2,0.0
81,20,3,1.0
81,20,4,0.0
81,20,5,0.0
81,20,6,1.0
81,20,7,0.0
81,20,8,0.5
82,20,0,0.0
82,20,1,0.0
82,20,2,0.0
82,20,3,0.0
82,20,4,0.0
82,20,5,0.0
82,20,6,0.0
82,20,7,1.0
82,20,8,0.0
83,20,0,0.0
83,20,1,0.0
83,20,2,0.0
83,20,3,1.0
83,20,4,0.0
83,20,5,0.0
83,20,6,0.0
83,20,7,0.0
83,20,8,0.5
84,20,0,0.0
84,20,1,0.0
84,20,2,0.0
84,20,3,1.0
84,20,4,0.0
84,20,5,0.0
84,20,6,0.0
84,20,7,0.0
84,20,8,0.5
85,20,0,0.0
85,20,1,0.0
85,20,2,0.0
85,20,3,1.0
85,20,4,0.0
85,20,5,0.0
85,20,6,0.0
85,20,7,0.0
85,20,8,0.5
86,20,0,0.0
86,20,1,0.0
86,20,2,0.0
86,20,3,1.0
86,20,4,0.0
86,20,5,0.0
86,20,6,0.0
86,20,7,1.0
86,20,8,1.0
87,21,0,0.0
87,21,1,0.0
87,21,2,0.0
87,21,3,0.0
87,21,4,0.0
87,21,5,0.0
88,21,0,0.0
88,21,1,0.0
88,21,2,0.0
88,21,3,0.0
88,21,4,0.0
88,21,5,0.6666666666666666
89,21,0,1.0
89,21,1,0.0
89,21,2,0.0
89,21,3,0.0
89,21,4,0.0
89,21,5,0.0
90,21,0,0.0
90,21,1,0.0
90,21,2,1.0
90,21,3,0.0
90,21,4,0.0
90,21,5,0.0
91,21,0,0.0
91,21,1,0.0
91,21,2,0.0
91,21,3,0.0
91,21,4,0.0
91,21,5,0.0
92,21,0,0.0
92,21,1,0.0
92,21,2,0.0
92,21,3,0.0
92,21,4,0.3333333333333333
92,21,5,0.0
93,22,0,0.0
93,22,1,0.0
93,22,2,0.3333333333333333
94,22,0,1.0
94,22,1,0.0
94,22,2,0.0
95,22,0,0.0
95,22,1,1.0
95,22,2,0.0
96,23,0,0.0
96,23,1,0.0
96,23,2,0.0
96,23,3,0.0
96,23,4,0.0
96,23,5,0.0
96,23,6,0.0
97,23,0,1.0
97,23,1,0.0
97,23,2,0.5
97,23,3,1.0
97,23,4,0.5
97,23,5,0.0
97,23,6,0.0
98,23,0,0.0
98,23,1,0.0
98,23,2,1.0
98,23,3,0.5
98,23,4,0.5
98,23,5,0.0
98,23,6,0.0
99,23,0,1.0
99,23,1,0.0
99,23,2,0.0
99,23,3,0.0
99,23,4,0.0
99,23,5,0.0
99,23,6,0.0
100,23,0,0.0
100,23,1,0.0
100,23,2,0.0
100,23,3,0.0
100,23,4,0.0
100,23,5,0.0
100,23,6,1.0
101,24,0,0.0
101,24,1,0.3333333333333333
101,24,2,0.0625
101,24,3,0.041666666666666664
101,24,4,0.045454545454545456
101,24,5,0.32142857142857145
101,24,6,0.0
101,24,7,0.0
102,24,0,0.0
102,24,1,0.0
102,24,2,0.0
102,24,3,0.08333333333333333
102,24,4,0.06818181818181818
102,24,5,0.0
102,24,6,0.0
102,24,7,1.0
103,24,0,0.0
103,24,1,0.0
103,24,2,0.0
103,24,3,0.0
103,24,4,0.045454545454545456
103,24,5,0.0
103,24,6,0.0
103,24,7,0.0
104,24,0,0.0
104,24,1,0.2962962962962963
104,24,2,0.0
104,24,3,0.0
104,24,4,0.022727272727272728
104,24,5,0.21428571428571427
104,24,6,0.0
104,24,7,0.0
105,24,0,0.0
105,24,1,0.0
105,24,2,0.25
105,24,3,0.08333333333333333
105,24,4,0.022727272727272728
105,24,5,0.0
105,24,6,1.0
105,24,7,0.0
106,24,0,0.0
106,24,1,0.037037037037037035
106,24,2,0.4375
106,24,3,0.041666666666666664
106,24,4,0.045454545454545456
106,24,5,0.03571428571428571
106,24,6,0.5
106,24,7,0.0
107,24,0,0.3333333333333333
107,24,1,0.037037037037037035
107,24,2,0.0625
107,24,3,0.041666666666666664
107,24,4,0.11363636363636363
107,24,5,0.03571428571428571
107,24,6,0.0
107,24,7,0.0
108,25,0,0.0
108,25,1,0.0
108,25,2,0.0
108,25,3,0.0
108,25,4,1.0
108,25,5,0.0
108,25,6,0.0
108,25,7,0.0
108,25,8,0.0
109,25,0,0.0
109,25,1,0.0
109,25,2,0.0
109,25,3,0.0
109,25,4,0.0
109,25,5,0.0
109,25,6,0.0
109,25,7,0.0
109,25,8,0.0
110,25,0,0.0
110,25,1,0.0
110,25,2,0.0
110,25,3,0.0
110,25,4,0.0
110,25,5,0.0
110,25,6,0.0
110,25,7,0.0
110,25,8,0.0
111,25,0,0.0
111,25,1,0.3333333333333333
111,25,2,0.0
111,25,3,0.0
111,25,4,0.0
111,25,5,0.0
111,25,6,0.0
111,25,7,0.0
111,25,8,0.0
112,25,0,0.0
112,25,1,0.0
112,25,2,0.0
112,25,3,0.0
112,25,4,0.0
112,25,5,0.0
112,25,6,0.0
112,25,7,0.0
112,25,8,0.0
113,25,0,0.0
113,25,1,0.0
113,25,2,0.0
113,25,3,0.0
113,25,4,0.0
113,25,5,0.0
113,25,6,0.0
113,25,7,0.0
113,25,8,0.0
114,26,0,0.0
114,26,1,1.0
114,26,2,1.0
114,26,3,0.5
114,26,4,0.0
114,26,5,0.0
114,26,6,0.5
115,26,0,0.0
115,26,1,0.0
115,26,2,0.0
115,26,3,0.0
115,26,4,1.0
115,26,5,0.0
115,26,6,0.0
116,26,0,0.0
116,26,1,1.0
116,26,2,1.0
116,26,3,1.0
116,26,4,0.0
116,26,5,0.0
116,26,6,0.5
117,26,0,0.0
117,26,1,1.0
117,26,2,1.0
117,26,3,0.0
117,26,4,0.0
117,26,5,0.0
117,26,6,1.0
118,26,0,0.0
118,26,1,1.0
118,26,2,1.0
118,26,3,0.0
118,26,4,0.0
118,26,5,0.0
118,26,6,0.5
119,27,0,0.0
119,27,1,0.0
119,27,2,0.0
119,27,3,0.0
119,27,4,0.0
120,27,0,0.0
120,27,1,0.0
120,27,2,0.0
120,27,3,0.0
120,27,4,0.0
121,27,0,0.0
121,27,1,0.0
121,27,2,1.0
121,27,3,0.0
121,27,4,0.0
122,27,0,0.0
122,27,1,0.0
122,27,2,0.0
122,27,3,0.0
122,27,4,0.0
123,27,0,0.0
123,27,1,0.0
123,27,2,0.0
123,27,3,1.0
123,27,4,0.0
124,27,0,0.0
124,27,1,0.0
124,27,2,0.0
124,27,3,0.0
124,27,4,0.0
125,27,0,0.0
125,27,1,0.0
125,27,2,0.0
125,27,3,0.0
125,27,4,1.0
126,29,0,0.0
126,29,1,0.0
126,29,2,1.0
126,29,3,0.0
126,29,4,0.0
126,29,5,0.0
126,29,6,1.0
126,29,7,0.0
126,29,8,0.0
127,29,0,0.0
127,29,1,0.0
127,29,2,0.0
127,29,3,0.0
127,29,4,0.0
127,29,5,0.0
127,29,6,1.0
127,29,7,0.0
127,29,8,0.0
128,29,0,0.0
128,29,1,0.0
128,29,2,1.0
128,29,3,0.0
128,29,4,0.0
128,29,5,0.5
128,29,6,0.0
128,29,7,0.0
128,29,8,0.0
129,29,0,0.0
129,29,1,0.0
129,29,2,0.0
129,29,3,1.0
129,29,4,0.0
129,29,5,0.0
129,29,6,0.0
129,29,7,0.0
129,29,8,0.0
130,29,0,0.5
130,29,1,0.0
130,29,2,0.0
130,29,3,0.0
130,29,4,0.0
130,29,5,0.0
130,29,6,0.0
130,29,7,0.0
130,29,8,0.0
131,29,0,0.0
131,29,1,0.0
131,29,2,0.0
131,29,3,0.0
131,29,4,0.0
131,29,5,0.0
131,29,6,0.0
131,29,7,0.0
131,29,8,0.0
132,30,0,0.0
132,30,1,0.0
132,30,2,1.0
133,30,0,0.0
133,30,1,1.0
133,30,2,1.0
134,31,0,0.0
134,31,1,0.0
134,31,2,0.5
134,31,3,0.3333333333333333
134,31,4,0.0
134,31,5,0.0
134,31,6,0.0
134,31,7,0.0
134,31,8,0.0
134,31,9,0.0
134,31,10,0.0
134,31,11,0.0
134,31,12,0.0
135,31,0,0.0
135,31,1,0.0
135,31,2,0.0
135,31,3,0.0
135,31,4,0.0
135,31,5,0.0
135,31,6,0.0
135,31,7,0.0
135,31,8,0.0
135,31,9,1.0
135,31,10,0.25
135,31,11,0.0
135,31,12,0.0
136,31,0,0.0
136,31,1,0.0
136,31,2,0.0
136,31,3,0.0
136,31,4,1.0
136,31,5,0.5
136,31,6,1.0
136,31,7,0.6666666666666666
136,31,8,0.0
136,31,9,0.0
136,31,10,0.0
136,31,11,0.0
136,31,12,0.0
137,31,0,0.0
137,31,1,0.0
137,31,2,0.5
137,31,3,0.3333333333333333
137,31,4,0.0
137,31,5,0.0
137,31,6,0.0
137,31,7,0.0
137,31,8,0.0
137,31,9,0.0
137,31,10,0.0
137,31,11,0.0
137,31,12,0.0
138,31,0,0.0
138,31,1,0.0
138,31,2,0.0
138,31,3,0.0
138,31,4,1.0
138,31,5,0.5
138,31,6,0.0
138,31,7,0.0
138,31,8,0.0
138,31,9,0.0
138,31,10,0.0
138,31,11,0.0
138,31,12,0.0
139,31,0,0.0
139,31,1,0.0
139,31,2,0.5
139,31,3,0.3333333333333333
139,31,4,0.0
139,31,5,0.0
139,31,6,0.0
139,31,7,0.0
139,31,8,0.0
139,31,9,0.0
139,31,10,0.0
139,31,11,0.0
139,31,12,0.0
140,32,0,1.0
140,32,1,0.0
140,32,2,0.0
140,32,3,0.3333333333333333
140,32,4,0.25
140,32,5,0.6666666666666666
140,32,6,0.5
140,32,7,0.5
140,32,8,0.0
140,32,9,0.0
140,32,10,0.0
141,32,0,1.0
141,32,1,0.0
141,32,2,1.0
141,32,3,0.0
141,32,4,0.0
141,32,5,0.0
141,32,6,0.0
141,32,7,0.5
141,32,8,0.0
141,32,9,0.0
141,32,10,0.0
142,32,0,1.0
142,32,1,0.0
142,32,2,0.0
142,32,3,0.6666666666666666
142,32,4,1.0
142,32,5,0.3333333333333333
142,32,6,0.75
142,32,7,0.5
142,32,8,0.0
142,32,9,0.6666666666666666
142,32,10,0.0
143,32,0,1.0
143,32,1,0.0
143,32,2,1.0
143,32,3,0.6666666666666666
143,32,4,0.75
143,32,5,0.6666666666666666
143,32,6,0.75
143,32,7,0.5
143,32,8,0.0
143,32,9,0.3333333333333333
143,32,10,0.0
144,32,0,1.0
144,32,1,0.0
144,32,2,0.0
144,32,3,0.0
144,32,4,0.0
144,32,5,0.0
144,32,6,0.0
144,32,7,0.5
144,32,8,1.0
144,32,9,0.0
144,32,10,0.0
145,32,0,0.0
145,32,1,0.5
145,32,2,0.0
145,32,3,0.3333333333333333
145,32,4,0.25
145,32,5,0.3333333333333333
145,32,6,0.25
145,32,7,0.5
145,32,8,0.0
145,32,9,0.0
145,32,10,0.0
146,32,0,1.0
146,32,1,0.0
146,32,2,0.0
146,32,3,0.0
146,32,4,0.0
146,32,5,0.0
146,32,6,0.0
146,32,7,0.5
146,32,8,0.0
146,32,9,0.0
146,32,10,0.0
147,32,0,1.0
147,32,1,0.0
147,32,2,0.0
147,32,3,0.0
147,32,4,0.25
147,32,5,0.0
147,32,6,0.25
147,32,7,0.5
147,32,8,0.0
147,32,9,0.6666666666666666
147,32,10,0.25
148,32,0,1.0
148,32,1,0.0
148,32,2,0.0
148,32,3,0.3333333333333333
148,32,4,0.25
148,32,5,0.3333333333333333
148,32,6,0.25
148,32,7,0.5
148,32,8,0.0
148,32,9,0.0
148,32,10,0.0
149,32,0,1.0
149,32,1,0.0
149,32,2,0.0
149,32,3,0.6666666666666666
149,32,4,0.5
149,32,5,0.3333333333333333
149,32,6,0.25
149,32,7,1.0
149,32,8,0.0
149,32,9,0.0
149,32,10,0.0
150,33,0,0.0
150,33,1,1.0
150,33,2,0.0
150,33,3,0.0
150,33,4,0.0
150,33,5,0.0
151,33,0,0.0
151,33,1,0.0
151,33,2,1.0
151,33,3,1.0
151,33,4,0.0
151,33,5,0.0
152,33,0,0.0
152,33,1,0.0
152,33,2,1.0
152,33,3,0.5
152,33,4,0.0
152,33,5,1.0
153,33,0,0.0
153,33,1,0.0
153,33,2,1.0
153,33,3,0.5
153,33,4,0.0
153,33,5,1.0
154,33,0,0.0
154,33,1,0.0
154,33,2,1.0
154,33,3,0.5
154,33,4,0.0
154,33,5,0.0
155,33,0,0.0
155,33,1,1.0
155,33,2,1.0
155,33,3,0.5
155,33,4,0.0
155,33,5,0.0
156,33,0,0.0
156,33,1,0.0
156,33,2,0.0
156,33,3,0.0
156,33,4,1.0
156,33,5,0.0
157,33,0,0.0
157,33,1,0.0
157,33,2,1.0
157,33,3,0.5
157,33,4,1.0
157,33,5,0.0
158,34,0,1.0
158,34,1,0.0
158,34,2,0.0
158,34,3,0.0
158,34,4,0.0
159,34,0,1.0
159,34,1,0.0
159,34,2,0.0
159,34,3,0.0
159,34,4,0.0
160,34,0,1.0
160,34,1,0.0
160,34,2,0.0
160,34,3,0.0
160,34,4,0.0
161,34,0,1.0
161,34,1,0.3333333333333333
161,34,2,0.0
161,34,3,1.0
161,34,4,0.0
162,34,0,1.0
162,34,1,0.0
162,34,2,0.0
162,34,3,0.0
162,34,4,0.0
163,35,0,0.0
163,35,1,0.0
163,35,2,0.0
163,35,3,0.0
163,35,4,0.5
163,35,5,0.0
163,35,6,0.0
163,35,7,0.0
164,35,0,0.0
164,35,1,0.0
164,35,2,0.0
164,35,3,1.0
164,35,4,0.0
164,35,5,1.0
164,35,6,0.0
164,35,7,0.0
165,35,0,0.0
165,35,1,0.0
165,35,2,0.0
165,35,3,0.0
165,35,4,0.0
165,35,5,0.0
165,35,6,1.0
165,35,7,0.0
166,35,0,0.0
166,35,1,0.0
166,35,2,0.0
166,35,3,1.0
166,35,4,0.0
166,35,5,0.0
166,35,6,0.0
166,35,7,0.0
167,35,0,0.0
167,35,1,0.0
167,35,2,0.0
167,35,3,0.0
167,35,4,0.0
167,35,5,0.0
167,35,6,0.0
167,35,7,1.0
168,35,0,0.0
168,35,1,0.0
168,35,2,0.5
168,35,3,0.0
168,35,4,0.0
168,35,5,0.0
168,35,6,0.0
168,35,7,0.0
169,36,0,0.0
169,36,1,1.0
169,36,2,0.3333333333333333
169,36,3,0.0
169,36,4,0.0
170,36,0,0.0
170,36,1,0.0
170,36,2,0.0
170,36,3,0.0
170,36,4,0.0
171,36,0,0.0
171,36,1,1.0
171,36,2,0.3333333333333333
171,36,3,0.0
171,36,4,0.0
172,36,0,0.0
172,36,1,1.0
172,36,2,0.0
172,36,3,0.0
172,36,4,0.0
173,37,0,0.0
173,37,1,0.0
173,37,2,0.0
173,37,3,0.3333333333333333
173,37,4,0.0
173,37,5,0.0
174,37,0,0.0
174,37,1,0.0
174,37,2,0.0
174,37,3,0.0
174,37,4,0.0
174,37,5,1.0
175,37,0,0.0
175,37,1,0.0
175,37,2,0.0
175,37,3,0.0
175,37,4,0.0
175,37,5,0.0
176,37,0,0.0
176,37,1,0.0
176,37,2,0.0
176,37,3,0.0
176,37,4,0.0
176,37,5,0.0
177,37,0,0.0
177,37,1,0.0
177,37,2,0.0
177,37,3,0.0
177,37,4,1.0
177,37,5,0.0
178,38,0,0.0
178,38,1,0.0
178,38,2,1.0
179,38,0,0.0
179,38,1,0.0
179,38,2,0.0
180,38,0,0.0
180,38,1,0.0
180,38,2,0.0
181,39,0,0.0
181,39,1,0.0
181,39,2,0.0
182,39,0,0.0
182,39,1,0.0
182,39,2,0.0
183,40,0,0.0
183,40,1,1.0
183,40,2,0.5
183,40,3,0.0
183,40,4,0.0
183,40,5,1.0
183,40,6,0.0
184,40,0,0.0
184,40,1,1.0
184,40,2,0.5
184,40,3,0.0
184,40,4,0.0
184,40,5,0.0
184,40,6,0.75
185,40,0,0.0
185,40,1,1.0
185,40,2,0.5
185,40,3,0.5
185,40,4,1.0
185,40,5,0.0
185,40,6,0.0
186,40,0,0.0
186,40,1,1.0
186,40,2,0.5
186,40,3,1.0
186,40,4,0.5
186,40,5,0.0
186,40,6,0.0
187,40,0,0.0
187,40,1,1.0
187,40,2,0.5
187,40,3,0.5
187,40,4,1.0
187,40,5,0.0
187,40,6,0.0
188,41,0,0.0
188,41,1,0.0
188,41,2,0.0
188,41,3,0.0
188,41,4,0.0
188,41,5,0.0
189,41,0,0.0
189,41,1,0.0
189,41,2,0.0
189,41,3,0.0
189,41,4,0.5
189,41,5,0.0
190,41,0,0.0
190,41,1,0.0
190,41,2,0.0
190,41,3,0.0
190,41,4,0.0
190,41,5,0.0
191,41,0,0.0
191,41,1,0.0
191,41,2,0.0
191,41,3,0.0
191,41,4,0.0
191,41,5,0.0
192,42,0,0.0
192,42,1,0.5
192,42,2,0.0
192,42,3,0.0
192,42,4,0.0
192,42,5,0.0
192,42,6,0.0
192,42,7,0.0
192,42,8,0.0
192,42,9,0.0
192,42,10,0.0
192,42,11,0.0
192,42,12,0.0
192,42,13,0.0
192,42,14,0.0
192,42,15,0.0
193,42,0,0.0
193,42,1,0.0
193,42,2,0.0
193,42,3,0.0
193,42,4,0.0
193,42,5,0.0
193,42,6,0.0
193,42,7,0.0
193,42,8,0.0
193,42,9,0.0
193,42,10,0.0
193,42,11,0.0
193,42,12,0.0
193,42,13,0.0
193,42,14,0.0
193,42,15,0.0
194,42,0,0.5
194,42,1,0.5
194,42,2,1.0
194,42,3,0.0
194,42,4,0.0
194,42,5,0.5
194,42,6,0.0
194,42,7,0.5
194,42,8,0.0
194,42,9,0.5
194,42,10,0.0
194,42,11,0.0
194,42,12,0.0
194,42,13,0.0
194,42,14,0.0
194,42,15,0.0
195,42,0,0.5
195,42,1,0.0
195,42,2,0.0
195,42,3,0.0
195,42,4,0.0
195,42,5,0.0
195,42,6,0.0
195,42,7,0.0
195,42,8,0.0
195,42,9,0.0
195,42,10,0.0
195,42,11,0.0
195,42,12,0.0
195,42,13,0.0
195,42,14,0.0
195,42,15,0.0
196,42,0,0.0
196,42,1,0.0
196,42,2,0.0
196,42,3,0.0
196,42,4,0.0
196,42,5,0.5
196,42,6,0.0
196,42,7,0.0
196,42,8,0.0
196,42,9,0.0
196,42,10,0.0
196,42,11,0.0
196,42,12,0.0
196,42,13,0.0
196,42,14,0.0
196,42,15,0.0
197,42,0,0.0
197,42,1,0.0
197,42,2,0.0
197,42,3,0.0
197,42,4,0.0
197,42,5,0.0
197,42,6,0.0
197,42,7,0.0
197,42,8,0.0
197,42,9,0.0
197,42,10,0.0
197,42,11,0.0
197,42,12,0.0
