Table_1
url,Rank,Title,Title_link,Type,Opening_Date_2,Closing_Date_2,Performances,Comment
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,28.,Rock of Ages,https://en.wikipedia.org/wiki/Rock_of_Ages_(musical),M,"April 7, 2009","January 18, 2015","2,328",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,30.,Abie's Irish Rose,https://en.wikipedia.org/wiki/Abie%27s_Irish_Rose,P,"May 23, 1922","October 1, 1927","2,327",Revivals in 1937 (46 performances) and 1954 (20 performances)
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,31.,Oklahoma!,https://en.wikipedia.org/wiki/Oklahoma!,M,"March 31, 1943","May 29, 1948","2,212","A Special Tony Award in 1993 for the show's 50th anniversary
 Revivals in 1951 (100 performances), 1953 (40 performances), 1979 (293 performances), and 2002 (388 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,32.,Kinky Boots,https://en.wikipedia.org/wiki/Kinky_Boots_(musical),M,"April 4, 2013",,"2,114","Currently running at the Al Hirschfeld Theatre
 6 Tony Awards in 2013, including Best Musical
 A Drama Desk Award in 2013
 Grammy Award for Best Musical Theater Album in 2014"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,33.,Smokey Joe's Cafe,https://en.wikipedia.org/wiki/Smokey_Joe%27s_Cafe,R,"March 2, 1995","January 16, 2000","2,036","Broadway's longest running original music revue. The longest running musical revue, Oh! Calcutta!, was a revival."
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,34.,Pippin,https://en.wikipedia.org/wiki/Pippin_(musical),M,"October 23, 1972","June 12, 1977","1,944","5 Tony Awards in 1973
 5 Drama Desk Awards in 1973
 Revival in 2013 (709 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,35.,South Pacific,https://en.wikipedia.org/wiki/South_Pacific_(musical),M,"April 7, 1949","January 16, 1954","1,925","10 Tony Awards in 1950, including Best Musical
 Pulitzer Prize for Drama in 1950
 Revivals in 1955 (15 performances) and 2008 (996 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,36.,The Magic Show,https://en.wikipedia.org/wiki/The_Magic_Show,M,"May 28, 1974","December 31, 1978","1,920",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,37.,Aida,https://en.wikipedia.org/wiki/Aida_(musical),M,"March 23, 2000","September 5, 2004","1,852","4 Tony Awards in 2000
 A Drama Desk Award in 2000
 Grammy Award for Best Musical Show Album in 2001"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,38.,Gemini,https://en.wikipedia.org/wiki/Gemini_(play),P,"May 21, 1977","September 6, 1981","1,819",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,39.,Deathtrap,https://en.wikipedia.org/wiki/Deathtrap_(play),P,"February 26, 1978","June 13, 1982","1,793",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,40.,Beautiful: The Carole King Musical,https://en.wikipedia.org/wiki/Beautiful:_The_Carole_King_Musical,M,"January 12, 2014",,"1,792","Currently running at the Stephen Sondheim Theatre
 2 Tony Awards in 2014
 3 Drama Desk Awards in 2014
 Grammy Award for Best Musical Theater Album in 2015"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,41.,Harvey,https://en.wikipedia.org/wiki/Harvey_(play),P,"November 1, 1944","January 15, 1949","1,775",Revival in 1970 (79 performances) and 2012 (62 performances)
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,42.,Dancin',https://en.wikipedia.org/wiki/Dancin%27,D,"March 27, 1978","June 27, 1982","1,774","2 Tony Awards in 1978
 2 Drama Desk Awards in 1978
 Broadway's longest-running dance musical"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,43.,La Cage aux Folles,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_(musical),M,"August 21, 1983","November 15, 1987","1,761","6 Tony Awards in 1984, including Best Musical
 3 Drama Desk Awards in 1984
 Revivals in 2004 (229 performances) and 2010 (433 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,44.,Hair,https://en.wikipedia.org/wiki/Hair_(musical),M,"April 29, 1968","July 1, 1972","1,750","A Drama Desk Award in 1968
 Grammy Award for Best Score From an Original Cast Show Album in 1969
 Revivals in 1977 (43 performances), 2004 (1 benefit performance), 2009 (519 performances), and 2011 (67 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,45.,Aladdin,https://en.wikipedia.org/wiki/Aladdin_(2011_musical),M,"March 20, 2014",,"1,723","Currently running at the New Amsterdam Theatre
 A Tony Award in 2014
 A Drama Desk Award in 2014"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,46.,The Wiz,https://en.wikipedia.org/wiki/The_Wiz,M,"January 5, 1975","January 28, 1979","1,672","7 Tony Awards in 1975, including Best Musical
 5 Drama Desk Awards in 1975, including Outstanding Musical
 Grammy Award for Best Cast Show Album in 1976
 Revival in 1984 (13 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,47.,Born Yesterday,https://en.wikipedia.org/wiki/Born_Yesterday_(play),P,"February 4, 1946","December 31, 1949","1,642",Revivals in 1989 (153 performances) and 2011 (73 performances)
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,48.,Crazy for You,https://en.wikipedia.org/wiki/Crazy_for_You_(musical),M,"February 19, 1992","January 7, 1996","1,622","3 Tony Awards in 1992, including Best Musical
 2 Drama Desk Awards in 1992, including Outstanding Musical"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,49.,Ain't Misbehavin',https://en.wikipedia.org/wiki/Ain%27t_Misbehavin%27_(musical),R,"May 9, 1978","February 21, 1982","1,604","3 Tony Awards in 1978, including Best Musical
 3 Drama Desk Awards in 1978, including Outstanding Musical
 Grammy Award for Best Cast Show Album in 1979
 Revival in 1988 (176 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,50.,The Best Little Whorehouse in Texas,https://en.wikipedia.org/wiki/The_Best_Little_Whorehouse_in_Texas,M,"June 19, 1978","March 27, 1982","1,584","2 Tony Awards in 1979
 3 Drama Desk Awards in 1978
 Revivals in 1982 (63 performances) and 2006 (1 benefit performance)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,51.,Spamalot,https://en.wikipedia.org/wiki/Spamalot,M,"March 17, 2005","January 11, 2009","1,575","3 Tony Awards in 2005, including Best Musical
 3 Drama Desk Awards in 2005, including Outstanding Musical
 Grammy Award for Best Musical Show Album in 2006"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,52.,"Mary, Mary","https://en.wikipedia.org/wiki/Mary,_Mary_(play)",P,"March 8, 1961","December 12, 1964","1,572",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,53.,Evita,https://en.wikipedia.org/wiki/Evita_(musical),M,"September 25, 1979","June 26, 1983","1,567","7 Tony Awards in 1980, including Best Musical
 6 Drama Desk Awards in 1980, including Outstanding Musical
 Grammy Award for Best Cast Show Album in 1981
 Revival in 2012 (337 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,54.,The Voice of the Turtle,https://en.wikipedia.org/wiki/The_Voice_of_the_Turtle_(play),P,"December 8, 1943","January 3, 1948","1,557",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,55.,Matilda the Musical,https://en.wikipedia.org/wiki/Matilda_the_Musical,M,"April 11, 2013","January 1, 2017","1,554","4 Tony Awards in 2013
 5 Drama Desk Awards in 2013, including Outstanding Musical
 A Tony Honors for Excellence in Theatre in 2013 for the four original Matildas"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,56.,Jekyll & Hyde,https://en.wikipedia.org/wiki/Jekyll_%26_Hyde_(musical),M,"April 28, 1997","January 7, 2001","1,543","2 Drama Desk Awards in 1997
 Revival in 2013 (30 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,57.,Barefoot in the Park,https://en.wikipedia.org/wiki/Barefoot_in_the_Park,P,"October 23, 1963","June 25, 1967","1,530","A Tony Award in 1964
 Revival in 2006 (109 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,58.,42nd Street,https://en.wikipedia.org/wiki/42nd_Street_(musical),M,"May 2, 2001","January 2, 2005","1,524","Revival
 2 Tony Awards in 2001, including Best Revival of a Musical
 A Drama Desk Award in 2001, Outstanding Revival of a Musical
 Original production in 1980 (3486 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,59.,Dreamgirls,https://en.wikipedia.org/wiki/Dreamgirls,M,"December 20, 1981","August 11, 1985","1,521","6 Tony Awards in 1982
 4 Drama Desk Awards in 1982
 Grammy Award for Best Cast Show Album in 1983
 Revivals in 1987 (177 performances) and 2001 (1 benefit performance)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,60.,Mame,https://en.wikipedia.org/wiki/Mame_(musical),M,"May 24, 1966","January 3, 1970","1,508","3 Tony Awards in 1966
 Grammy Award for Best Score From an Original Cast Show Album in 1967
 Revival in 1983 (41 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,61.,Grease,https://en.wikipedia.org/wiki/Grease_(musical),M,"May 11, 1994","January 25, 1998","1,505","Revival
 Original production in 1972 (3,388 performances) and revival in 2007 (554 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,62.,"Same Time, Next Year","https://en.wikipedia.org/wiki/Same_Time,_Next_Year_(play)",P,"March 14, 1975","September 3, 1978","1,453","A Tony Award in 1975
 2 Drama Desk Awards in 1975, including Outstanding Play"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,63.,Arsenic and Old Lace,https://en.wikipedia.org/wiki/Arsenic_and_Old_Lace_(play),P,"January 10, 1941","June 17, 1944","1,444",Revival in 1986 (221 performances)
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,64.,The Sound of Music,https://en.wikipedia.org/wiki/The_Sound_of_Music,M,"November 16, 1959","June 15, 1963","1,443","5 Tony Awards in 1960, including Best Musical
 Grammy Award for Best Show Album (Original Cast) in 1961
 Revival in 1998 (533 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,65.,Me and My Girl,https://en.wikipedia.org/wiki/Me_and_My_Girl,M,"August 10, 1986","December 31, 1989","1,420","3 Tony Awards in 1987
 5 Drama Desk Awards in 1987"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,66.,How to Succeed in Business Without Really Trying,https://en.wikipedia.org/wiki/How_to_Succeed_in_Business_Without_Really_Trying,M,"October 14, 1961","March 6, 1965","1,417","7 Tony Awards in 1962, including Best Musical
 Pulitzer Prize for Drama in 1962
 Grammy Award for Best Original Cast Show Album in 1962
 Revivals in 1995 (548 performances) and 2011 (473 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,67.,Hellzapoppin,https://en.wikipedia.org/wiki/Hellzapoppin_(musical),R,"September 22, 1938","December 17, 1941","1,404",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,68.,The Music Man,https://en.wikipedia.org/wiki/The_Music_Man,M,"December 19, 1957","April 15, 1961","1,375","6 Tony Awards in 1958, including Best Musical
 Grammy Award for Best Original Cast Album (Broadway or TV) in 1959
 Revivals in 1980 (21 performances) and 2000 (699 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,69.,Funny Girl,https://en.wikipedia.org/wiki/Funny_Girl_(musical),M,"March 26, 1964","July 1, 1967","1,348","Grammy Award for Best Score From an Original Cast Show Album in 1965
 Revival in 2002 (1 benefit performance)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,70.,Mummenschanz,https://en.wikipedia.org/wiki/Mummenschanz,S,"March 30, 1977","April 20, 1980","1,326",Broadway's longest-running special
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,71.,Oh! Calcutta!,https://en.wikipedia.org/wiki/Oh!_Calcutta!,R,"June 17, 1969","August 12, 1972","1,314","Original production
 Revival in 1976 (5,959 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,72.,Billy Elliot the Musical,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical,M,"November 13, 2008","January 8, 2012","1,312","10 Tony Awards in 2009, including Best Musical
 10 Drama Desk Awards in 2009, including Outstanding Musical"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,73.,Movin' Out,https://en.wikipedia.org/wiki/Movin%27_Out_(musical),D,"October 24, 2002","December 11, 2005","1,303","2 Tony Awards in 2003
 A Drama Desk Award in 2003"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,74.,Brighton Beach Memoirs,https://en.wikipedia.org/wiki/Brighton_Beach_Memoirs,P,"March 27, 1983","May 11, 1986","1,299","A Tony Award in 1983
 Revival in 2009 (9 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,75.,Angel Street,https://en.wikipedia.org/wiki/Gas_Light,P,"December 5, 1941","December 30, 1944","1,295",Revivals in 1948 (14 performances) and 1975 (52 performances)
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,76.,Lightnin',https://en.wikipedia.org/wiki/Lightnin%27_(play),P,"August 26, 1918","August 27, 1921","1,291","First ever production with 1000+ performances
 Revival in 1938 (54 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,77.,"Promises, Promises","https://en.wikipedia.org/wiki/Promises,_Promises_(musical)",M,"December 1, 1968","January 1, 1972","1,281","2 Tony Awards in 1969
 2 Drama Desk Awards in 1969
 Grammy Award for Best Score From an Original Cast Show Album in 1970
 Revival in 2010 (289 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,78.,The King and I,https://en.wikipedia.org/wiki/The_King_and_I,M,"March 29, 1951","March 20, 1954","1,246","5 Tony Awards in 1952, including Best Musical
 Revivals in 1977 (695 performances), 1985 (191 performances), 1996 (780 performances), and 2015 (499 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,79.,Cactus Flower,https://en.wikipedia.org/wiki/Cactus_Flower_(play),P,"December 8, 1965","November 23, 1968","1,234",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,80.,Sleuth,https://en.wikipedia.org/wiki/Sleuth_(play),P,"November 12, 1970","October 13, 1973","1,222","A Tony Award in 1971, Best Play"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,80.,Torch Song Trilogy,https://en.wikipedia.org/wiki/Torch_Song_Trilogy,P,"June 10, 1982","May 19, 1985","1,222","2 Tony Awards in 1983, including Best Play
 2 Drama Desk Awards in 1983, including Outstanding Play
 Revival in 2018"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,82.,1776,https://en.wikipedia.org/wiki/1776_(musical),M,"March 16, 1969","February 13, 1972","1,217","3 Tony Awards in 1969, including Best Musical
 2 Drama Desk Awards in 1969
 Revival in 1997 (333 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,83.,Equus,https://en.wikipedia.org/wiki/Equus_(play),P,"October 24, 1974","October 2, 1977","1,209","2 Tony Awards in 1975, including Best Play
 4 Drama Desk Awards in 1975, including Outstanding Play
 Revival in 2008 (156 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,84.,Sugar Babies,https://en.wikipedia.org/wiki/Sugar_Babies_(musical),R,"October 8, 1979","August 28, 1982","1,208",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,85.,Guys and Dolls,https://en.wikipedia.org/wiki/Guys_and_Dolls,M,"November 24, 1950","November 28, 1953","1,200","5 Tony Awards in 1951, including Best Musical
 Revivals in 1955 (16 performances), 1965 (15 performances), 1976 (239 performances), 1992 (1143 performances), and 2009 (121 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,86.,In the Heights,https://en.wikipedia.org/wiki/In_the_Heights,M,"March 30, 2008","January 9, 2011","1,184","4 Tony Awards in 2008, including Best Musical
 Grammy Award for Best Musical Show Album in 2009"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,87.,Amadeus,https://en.wikipedia.org/wiki/Amadeus,P,"December 17, 1980","October 16, 1983","1,181","5 Tony Awards in 1981, including Best Play
 3 Drama Desk Awards in 1981, including Outstanding Play
 Revival in 1999 (173 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,88.,Once,https://en.wikipedia.org/wiki/Once_(musical),M,"March 18, 2012","January 4, 2015","1,168","8 Tony Awards in 2012, including Best Musical
 4 Drama Desk Awards in 2012, including Outstanding Musical
 Grammy Award for Best Musical Theater Album in 2013"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,89.,Cabaret,https://en.wikipedia.org/wiki/Cabaret_(musical),M,"November 20, 1966","September 6, 1969","1,165","8 Tony Awards in 1967, including Best Musical
 Grammy Award for Best Score From an Original Cast Show Album in 1968
 Revivals in 1987 (261 performances), 1998 (2377 performances), and 2014 (388 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,89.,Memphis,https://en.wikipedia.org/wiki/Memphis_(musical),M,"October 19, 2009","August 5, 2012","1,165","4 Tony Awards in 2010, including Best Musical
 4 Drama Desk Awards in 2010, including Outstanding Musical"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,91.,Mister Roberts,https://en.wikipedia.org/wiki/Mister_Roberts_(play),P,"February 18, 1948","January 6, 1951","1,157","5 Tony Awards in 1948, including Best Play"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,92.,Annie Get Your Gun,https://en.wikipedia.org/wiki/Annie_Get_Your_Gun_(musical),M,"May 16, 1946","February 12, 1949","1,147","Revivals in 1966 (78 performances) and 1999 (1,045 performances)
 Oldest 1000+ original to be joined by 1000+ revival"
