Table_1
url,Rank,Name,Name_link,State,State_link,2018_Population,2016_Population,2010_Census,Change,2018_Density
http://worldpopulationreview.com/us-cities/,20,Washington Dc Dc,http://worldpopulationreview.com/us-cities/washington-dc-population/,District Of Columbia,http://worldpopulationreview.com/states/district-of-columbia-population/,"702,756","681,170","601,723",1.56%,"4,438/km²"
http://worldpopulationreview.com/us-cities/,21,El Paso,http://worldpopulationreview.com/us-cities/el-paso-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"692,100","683,080","649,121",0.66%,"1,038/km²"
http://worldpopulationreview.com/us-cities/,22,Boston,http://worldpopulationreview.com/us-cities/boston-population/,Massachusetts,http://worldpopulationreview.com/states/massachusetts-population/,"687,584","673,184","617,594",1.06%,"5,491/km²"
http://worldpopulationreview.com/us-cities/,23,Nashville,http://worldpopulationreview.com/us-cities/nashville-population/,Tennessee,http://worldpopulationreview.com/states/tennessee-population/,"673,008","660,388","601,222",0.95%,546/km²
http://worldpopulationreview.com/us-cities/,24,Detroit,http://worldpopulationreview.com/us-cities/detroit-population/,Michigan,http://worldpopulationreview.com/states/michigan-population/,"665,713","672,795","713,777",-0.53%,"1,853/km²"
http://worldpopulationreview.com/us-cities/,25,Portland,http://worldpopulationreview.com/us-cities/portland-population/,Oregon,http://worldpopulationreview.com/states/oregon-population/,"658,347","639,863","583,776",1.42%,"1,905/km²"
http://worldpopulationreview.com/us-cities/,26,Oklahoma City,http://worldpopulationreview.com/us-cities/oklahoma-city-population/,Oklahoma,http://worldpopulationreview.com/states/oklahoma-population/,"653,865","638,367","579,999",1.20%,416/km²
http://worldpopulationreview.com/us-cities/,27,Las Vegas,http://worldpopulationreview.com/us-cities/las-vegas-population/,Nevada,http://worldpopulationreview.com/states/nevada-population/,"653,840","632,912","583,756",1.63%,"1,873/km²"
http://worldpopulationreview.com/us-cities/,28,Memphis,http://worldpopulationreview.com/us-cities/memphis-population/,Tennessee,http://worldpopulationreview.com/states/tennessee-population/,"649,243","652,717","646,889",-0.27%,790/km²
http://worldpopulationreview.com/us-cities/,29,Louisville,http://worldpopulationreview.com/us-cities/louisville-population/,Kentucky,http://worldpopulationreview.com/states/kentucky-population/,"619,287","616,261","597,337",0.24%,907/km²
http://worldpopulationreview.com/us-cities/,30,Baltimore,http://worldpopulationreview.com/us-cities/baltimore-population/,Maryland,http://worldpopulationreview.com/states/maryland-population/,"601,188","614,664","620,961",-1.11%,"2,868/km²"
http://worldpopulationreview.com/us-cities/,31,Milwaukee,http://worldpopulationreview.com/us-cities/milwaukee-population/,Wisconsin,http://worldpopulationreview.com/states/wisconsin-population/,"586,315","595,047","594,833",-0.74%,"2,354/km²"
http://worldpopulationreview.com/us-cities/,32,Albuquerque,http://worldpopulationreview.com/us-cities/albuquerque-population/,New Mexico,http://worldpopulationreview.com/states/new-mexico-population/,"562,935","559,277","545,852",0.33%,"1,161/km²"
http://worldpopulationreview.com/us-cities/,33,Tucson,http://worldpopulationreview.com/us-cities/tucson-population/,Arizona,http://worldpopulationreview.com/states/arizona-population/,"535,236","530,706","520,116",0.42%,872/km²
http://worldpopulationreview.com/us-cities/,34,Fresno,http://worldpopulationreview.com/us-cities/fresno-population/,California,http://worldpopulationreview.com/states/california-population/,"529,153","522,053","494,665",0.68%,"1,799/km²"
http://worldpopulationreview.com/us-cities/,35,Sacramento,http://worldpopulationreview.com/us-cities/sacramento-population/,California,http://worldpopulationreview.com/states/california-population/,"507,298","495,234","466,488",1.20%,"2,006/km²"
http://worldpopulationreview.com/us-cities/,36,Mesa,http://worldpopulationreview.com/us-cities/mesa-population/,Arizona,http://worldpopulationreview.com/states/arizona-population/,"497,275","484,587","439,041",1.29%,"1,391/km²"
http://worldpopulationreview.com/us-cities/,37,Kansas City,http://worldpopulationreview.com/us-cities/kansas-city-population/,Missouri,http://worldpopulationreview.com/states/missouri-population/,"494,536","481,420","459,787",1.34%,606/km²
http://worldpopulationreview.com/us-cities/,38,Atlanta,http://worldpopulationreview.com/us-cities/atlanta-population/,Georgia,http://worldpopulationreview.com/states/georgia-population/,"491,626","472,522","420,003",1.98%,"1,423/km²"
http://worldpopulationreview.com/us-cities/,39,Colorado Springs,http://worldpopulationreview.com/us-cities/colorado-springs-population/,Colorado,http://worldpopulationreview.com/states/colorado-population/,"484,233","465,101","416,427",2.02%,960/km²
http://worldpopulationreview.com/us-cities/,40,Miami,http://worldpopulationreview.com/us-cities/miami-population/,Florida,http://worldpopulationreview.com/states/florida-population/,"479,009","453,579","399,457",2.73%,"5,139/km²"
http://worldpopulationreview.com/us-cities/,41,Raleigh,http://worldpopulationreview.com/us-cities/raleigh-population/,North Carolina,http://worldpopulationreview.com/states/north-carolina-population/,"476,746","458,880","403,892",1.91%,"1,269/km²"
http://worldpopulationreview.com/us-cities/,42,Long Beach,http://worldpopulationreview.com/us-cities/long-beach-population/,California,http://worldpopulationreview.com/states/california-population/,"467,512","470,130","462,257",-0.28%,"3,588/km²"
http://worldpopulationreview.com/us-cities/,43,Virginia Beach,http://worldpopulationreview.com/us-cities/virginia-beach-population/,Virginia,http://worldpopulationreview.com/states/virginia-population/,"454,098","452,602","437,994",0.16%,716/km²
http://worldpopulationreview.com/us-cities/,44,Omaha,http://worldpopulationreview.com/us-cities/omaha-population/,Nebraska,http://worldpopulationreview.com/states/nebraska-population/,"450,364","446,970","408,958",0.38%,"1,262/km²"
http://worldpopulationreview.com/us-cities/,45,Oakland,http://worldpopulationreview.com/us-cities/oakland-population/,California,http://worldpopulationreview.com/states/california-population/,"424,275","420,005","390,724",0.51%,"2,931/km²"
http://worldpopulationreview.com/us-cities/,46,Minneapolis,http://worldpopulationreview.com/us-cities/minneapolis-population/,Minnesota,http://worldpopulationreview.com/states/minnesota-population/,"420,721","413,651","382,578",0.85%,"3,008/km²"
http://worldpopulationreview.com/us-cities/,47,Tulsa,http://worldpopulationreview.com/us-cities/tulsa-population/,Oklahoma,http://worldpopulationreview.com/states/oklahoma-population/,"403,060","403,090","391,906",-0.00%,788/km²
http://worldpopulationreview.com/us-cities/,48,Arlington,http://worldpopulationreview.com/us-cities/arlington-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"401,248","392,772","365,438",1.07%,"1,617/km²"
http://worldpopulationreview.com/us-cities/,49,New Orleans,http://worldpopulationreview.com/us-cities/new-orleans-population/,Louisiana,http://worldpopulationreview.com/states/louisiana-population/,"395,009","391,495","343,829",0.45%,900/km²
http://worldpopulationreview.com/us-cities/,50,Tampa,http://worldpopulationreview.com/us-cities/tampa-population/,Florida,http://worldpopulationreview.com/states/florida-population/,"394,507","377,165","335,709",2.25%,"1,343/km²"
http://worldpopulationreview.com/us-cities/,51,Wichita,http://worldpopulationreview.com/us-cities/wichita-population/,Kansas,http://worldpopulationreview.com/states/kansas-population/,"391,586","389,902","382,368",0.22%,941/km²
http://worldpopulationreview.com/us-cities/,52,Bakersfield,http://worldpopulationreview.com/us-cities/bakersfield-population/,California,http://worldpopulationreview.com/states/california-population/,"384,188","376,380","347,483",1.03%,991/km²
http://worldpopulationreview.com/us-cities/,53,Cleveland,http://worldpopulationreview.com/us-cities/cleveland-population/,Ohio,http://worldpopulationreview.com/states/ohio-population/,"381,803","385,809","396,815",-0.52%,"1,897/km²"
http://worldpopulationreview.com/us-cities/,54,Aurora,http://worldpopulationreview.com/us-cities/aurora-population/,Colorado,http://worldpopulationreview.com/states/colorado-population/,"368,518","361,710","325,078",0.93%,927/km²
http://worldpopulationreview.com/us-cities/,55,Anaheim,http://worldpopulationreview.com/us-cities/anaheim-population/,California,http://worldpopulationreview.com/states/california-population/,"354,553","351,043","336,265",0.50%,"2,742/km²"
http://worldpopulationreview.com/us-cities/,56,Honolulu,http://worldpopulationreview.com/us-cities/honolulu-population/,Hawaii,http://worldpopulationreview.com/states/hawaii-population/,"351,280","351,792","337,256",-0.07%,"2,240/km²"
http://worldpopulationreview.com/us-cities/,57,Santa Ana,http://worldpopulationreview.com/us-cities/santa-ana-population/,California,http://worldpopulationreview.com/states/california-population/,"334,613","334,217","324,528",0.06%,"4,759/km²"
http://worldpopulationreview.com/us-cities/,58,Riverside,http://worldpopulationreview.com/us-cities/riverside-population/,California,http://worldpopulationreview.com/states/california-population/,"331,606","324,722","303,871",1.05%,"1,576/km²"
http://worldpopulationreview.com/us-cities/,59,Corpus Christi,http://worldpopulationreview.com/us-cities/corpus-christi-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"328,183","325,733","305,215",0.37%,726/km²
http://worldpopulationreview.com/us-cities/,60,Lexington Fayette,http://worldpopulationreview.com/us-cities/lexington-fayette-population/,Kentucky,http://worldpopulationreview.com/states/kentucky-population/,"325,813","318,449","295,803",1.14%,444/km²
http://worldpopulationreview.com/us-cities/,61,Stockton,http://worldpopulationreview.com/us-cities/stockton-population/,California,http://worldpopulationreview.com/states/california-population/,"312,080","307,072","291,707",0.81%,"1,953/km²"
http://worldpopulationreview.com/us-cities/,62,Henderson,http://worldpopulationreview.com/us-cities/henderson-population/,Nevada,http://worldpopulationreview.com/states/nevada-population/,"309,155","292,969","257,729",2.69%,"1,140/km²"
http://worldpopulationreview.com/us-cities/,63,St. Paul,http://worldpopulationreview.com/us-cities/st-paul-population/,Minnesota,http://worldpopulationreview.com/states/minnesota-population/,"308,138","302,398","285,068",0.94%,"2,289/km²"
http://worldpopulationreview.com/us-cities/,64,St. Louis,http://worldpopulationreview.com/us-cities/st-louis-population/,Missouri,http://worldpopulationreview.com/states/missouri-population/,"304,462","311,404","319,294",-1.13%,"1,897/km²"
http://worldpopulationreview.com/us-cities/,65,Pittsburgh,http://worldpopulationreview.com/us-cities/pittsburgh-population/,Pennsylvania,http://worldpopulationreview.com/states/pennsylvania-population/,"303,147","303,625","305,704",-0.08%,"2,114/km²"
http://worldpopulationreview.com/us-cities/,66,Cincinnati,http://worldpopulationreview.com/us-cities/cincinnati-population/,Ohio,http://worldpopulationreview.com/states/ohio-population/,"299,092","298,800","296,943",0.05%,"1,482/km²"
http://worldpopulationreview.com/us-cities/,67,Anchorage,http://worldpopulationreview.com/us-cities/anchorage-population/,Alaska,http://worldpopulationreview.com/states/alaska-population/,"297,952","298,192","291,826",-0.04%,67/km²
http://worldpopulationreview.com/us-cities/,68,Plano,http://worldpopulationreview.com/us-cities/plano-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"291,671","286,057","259,841",0.97%,"1,571/km²"
http://worldpopulationreview.com/us-cities/,69,Orlando,http://worldpopulationreview.com/us-cities/orlando-population/,Florida,http://worldpopulationreview.com/states/florida-population/,"290,553","277,173","238,300",2.36%,"1,066/km²"
http://worldpopulationreview.com/us-cities/,70,Greensboro,http://worldpopulationreview.com/us-cities/greensboro-population/,North Carolina,http://worldpopulationreview.com/states/north-carolina-population/,"290,519","287,027","269,666",0.60%,873/km²
http://worldpopulationreview.com/us-cities/,71,Lincoln,http://worldpopulationreview.com/us-cities/lincoln-population/,Nebraska,http://worldpopulationreview.com/states/nebraska-population/,"287,870","280,364","258,379",1.32%,"1,196/km²"
http://worldpopulationreview.com/us-cities/,72,Irvine,http://worldpopulationreview.com/us-cities/irvine-population/,California,http://worldpopulationreview.com/states/california-population/,"286,720","266,122","212,375",3.73%,"1,688/km²"
http://worldpopulationreview.com/us-cities/,73,Newark,http://worldpopulationreview.com/us-cities/newark-population/,New Jersey,http://worldpopulationreview.com/states/new-jersey-population/,"283,092","281,764","277,140",0.24%,"4,527/km²"
http://worldpopulationreview.com/us-cities/,74,Toledo,http://worldpopulationreview.com/us-cities/toledo-population/,Ohio,http://worldpopulationreview.com/states/ohio-population/,"276,172","278,508","287,208",-0.42%,"1,321/km²"
http://worldpopulationreview.com/us-cities/,75,Durham,http://worldpopulationreview.com/us-cities/durham-population/,North Carolina,http://worldpopulationreview.com/states/north-carolina-population/,"274,006","263,016","228,330",2.05%,959/km²
http://worldpopulationreview.com/us-cities/,76,Chula Vista,http://worldpopulationreview.com/us-cities/chula-vista-population/,California,http://worldpopulationreview.com/states/california-population/,"271,434","267,172","243,916",0.79%,"2,112/km²"
http://worldpopulationreview.com/us-cities/,77,St. Petersburg,http://worldpopulationreview.com/us-cities/st-petersburg-population/,Florida,http://worldpopulationreview.com/states/florida-population/,"269,645","260,999","244,769",1.63%,"1,685/km²"
http://worldpopulationreview.com/us-cities/,78,Fort Wayne,http://worldpopulationreview.com/us-cities/fort-wayne-population/,Indiana,http://worldpopulationreview.com/states/indiana-population/,"267,852","264,488","253,691",0.63%,935/km²
http://worldpopulationreview.com/us-cities/,79,Jersey City,http://worldpopulationreview.com/us-cities/jersey-city-population/,New Jersey,http://worldpopulationreview.com/states/new-jersey-population/,"264,720","264,152","247,597",0.11%,"6,908/km²"
http://worldpopulationreview.com/us-cities/,80,Laredo,http://worldpopulationreview.com/us-cities/laredo-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"262,034","257,156","236,091",0.94%,972/km²
http://worldpopulationreview.com/us-cities/,81,Madison,http://worldpopulationreview.com/us-cities/madison-population/,Wisconsin,http://worldpopulationreview.com/states/wisconsin-population/,"260,427","252,551","233,209",1.54%,"1,306/km²"
http://worldpopulationreview.com/us-cities/,82,Scottsdale,http://worldpopulationreview.com/us-cities/scottsdale-population/,Arizona,http://worldpopulationreview.com/states/arizona-population/,"260,189","246,645","217,385",2.67%,546/km²
http://worldpopulationreview.com/us-cities/,83,Lubbock,http://worldpopulationreview.com/us-cities/lubbock-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"260,188","252,506","229,573",1.50%,787/km²
http://worldpopulationreview.com/us-cities/,84,Chandler,http://worldpopulationreview.com/us-cities/chandler-population/,Arizona,http://worldpopulationreview.com/states/arizona-population/,"254,773","247,477","236,123",1.45%,"1,514/km²"
http://worldpopulationreview.com/us-cities/,85,Reno,http://worldpopulationreview.com/us-cities/reno-population/,Nevada,http://worldpopulationreview.com/states/nevada-population/,"254,431","245,255","225,221",1.84%,904/km²
http://worldpopulationreview.com/us-cities/,86,Buffalo,http://worldpopulationreview.com/us-cities/buffalo-population/,New York,http://worldpopulationreview.com/states/new-york-population/,"254,004","256,902","261,310",-0.57%,"2,429/km²"
http://worldpopulationreview.com/us-cities/,87,Glendale,http://worldpopulationreview.com/us-cities/glendale-population/,Arizona,http://worldpopulationreview.com/states/arizona-population/,"251,269","245,895","226,721",1.08%,"1,631/km²"
http://worldpopulationreview.com/us-cities/,88,North Las Vegas,http://worldpopulationreview.com/us-cities/north-las-vegas-population/,Nevada,http://worldpopulationreview.com/states/nevada-population/,"247,680","238,702","216,961",1.85%,976/km²
http://worldpopulationreview.com/us-cities/,89,Gilbert,http://worldpopulationreview.com/us-cities/gilbert-population/,Arizona,http://worldpopulationreview.com/states/arizona-population/,"246,601","237,133","208,453",1.96%,"1,400/km²"
http://worldpopulationreview.com/us-cities/,90,Winston Salem,http://worldpopulationreview.com/us-cities/winston-salem-population/,North Carolina,http://worldpopulationreview.com/states/north-carolina-population/,"245,549","242,203","229,617",0.69%,716/km²
http://worldpopulationreview.com/us-cities/,91,Norfolk,http://worldpopulationreview.com/us-cities/norfolk-population/,Virginia,http://worldpopulationreview.com/states/virginia-population/,"243,085","245,115","242,803",-0.42%,"1,762/km²"
http://worldpopulationreview.com/us-cities/,92,Chesapeake,http://worldpopulationreview.com/us-cities/chesapeake-population/,Virginia,http://worldpopulationreview.com/states/virginia-population/,"242,958","237,940","222,209",1.04%,277/km²
http://worldpopulationreview.com/us-cities/,93,Irving,http://worldpopulationreview.com/us-cities/irving-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"242,873","238,289","216,290",0.95%,"1,399/km²"
http://worldpopulationreview.com/us-cities/,94,Fremont,http://worldpopulationreview.com/us-cities/fremont-population/,California,http://worldpopulationreview.com/states/california-population/,"236,566","233,136","214,089",0.73%,"1,179/km²"
http://worldpopulationreview.com/us-cities/,95,Hialeah,http://worldpopulationreview.com/us-cities/hialeah-population/,Florida,http://worldpopulationreview.com/states/florida-population/,"235,081","236,387","224,669",-0.28%,"4,226/km²"
http://worldpopulationreview.com/us-cities/,96,Garland,http://worldpopulationreview.com/us-cities/garland-population/,Texas,http://worldpopulationreview.com/states/texas-population/,"232,421","234,943","226,876",-0.54%,"1,573/km²"
http://worldpopulationreview.com/us-cities/,97,Richmond,http://worldpopulationreview.com/us-cities/richmond-population/,Virginia,http://worldpopulationreview.com/states/virginia-population/,"230,254","223,170","204,214",1.56%,"1,484/km²"
http://worldpopulationreview.com/us-cities/,98,Boise City,http://worldpopulationreview.com/us-cities/boise-city-population/,Idaho,http://worldpopulationreview.com/states/idaho-population/,"228,900","223,154","205,671",1.27%,"1,078/km²"
http://worldpopulationreview.com/us-cities/,99,Baton Rouge,http://worldpopulationreview.com/us-cities/baton-rouge-population/,Louisiana,http://worldpopulationreview.com/states/louisiana-population/,"226,505","227,715","229,493",-0.27%,"1,018/km²"
http://worldpopulationreview.com/us-cities/,100,Spokane,http://worldpopulationreview.com/us-cities/spokane-population/,Washington,http://worldpopulationreview.com/states/washington-population/,"221,759","215,973","208,916",1.32%,"1,245/km²"
